Format Version,1.0,
Take Name,MS010MPT010,
Capture Frame Rate,120.00,
Export Frame Rate,120.00,
Capture Start Time,25 Mar 2022 13:27:12 +0100,
Total Frames In Take,31045,
Total Exported Frames,31045,
Coordinate Space,Local,
Device Name,NIDAQ USB-6210 31683603,
Device Type,1,
Device Channel Count,6,
Mocap Rate,120.00,
Mocap Rate Multiple,1.00

MocapFrame, MocapTime, DeviceFrame,Dev2/ai0,Dev2/ai1,Dev2/ai2,Dev2/ai3,Dev2/ai4,Dev2/ai5
0,0.000000,0,-0.950516,0.051016,-0.040421,-0.067391,0.438802,-0.266382
1,0.008333,1,-0.947227,0.067791,-0.042065,-0.058840,0.436499,-0.242701
2,0.016667,2,-0.918612,0.085223,-0.049301,-0.034500,0.427290,-0.238425
3,0.025000,3,-0.911376,0.096077,-0.059498,-0.032198,0.420383,-0.222966
4,0.033333,4,-0.914007,0.086868,-0.058182,-0.037461,0.419067,-0.223953
5,0.041667,5,-0.927163,0.076014,-0.039763,-0.042065,0.416765,-0.244674
6,0.050000,6,-0.947227,0.061870,-0.040750,-0.061142,0.420712,-0.260791
7,0.058333,7,-0.938346,0.044767,-0.044368,-0.088771,0.423672,-0.267040
8,0.066667,8,-0.918283,0.029308,-0.043381,-0.090415,0.416436,-0.284472
9,0.075000,9,-0.913020,0.022072,-0.037461,-0.087455,0.407884,-0.295655
10,0.083333,10,-0.920585,0.036544,-0.044697,-0.089757,0.421369,-0.276907
11,0.091667,11,-0.935057,0.054963,-0.038447,-0.059169,0.431237,-0.264738
12,0.100000,12,-0.960712,0.073053,-0.030224,-0.038776,0.436170,-0.251581
13,0.108333,13,-0.950845,0.087525,-0.029567,-0.030882,0.431237,-0.232833
14,0.116667,14,-0.918612,0.089499,-0.034500,-0.032198,0.418409,-0.232504
15,0.125000,15,-0.897561,0.078316,-0.048972,-0.035487,0.407555,-0.240727
16,0.133333,16,-0.900522,0.055621,-0.047986,-0.057524,0.405253,-0.246976
17,0.141667,17,-0.923874,0.041807,-0.030553,-0.076601,0.411502,-0.266711
18,0.150000,18,-0.947556,0.034571,-0.026606,-0.086797,0.416436,-0.276907
19,0.158333,19,-0.936373,0.035886,-0.028251,-0.079561,0.409858,-0.274605
20,0.166667,20,-0.911376,0.049372,-0.035158,-0.069365,0.404266,-0.272303
21,0.175000,21,-0.896903,0.068449,-0.039105,-0.061800,0.404924,-0.252897
22,0.183333,22,-0.909073,0.081605,-0.038776,-0.051933,0.405582,-0.238425
23,0.191667,23,-0.917625,0.081605,-0.025949,-0.043052,0.412489,-0.239740
24,0.200000,24,-0.932755,0.087854,-0.020686,-0.034500,0.415120,-0.246648
25,0.208333,25,-0.943609,0.075685,-0.019370,-0.042394,0.419067,-0.254870
26,0.216667,26,-0.934399,0.051674,-0.015095,-0.058511,0.413147,-0.260791
27,0.225000,27,-0.927492,0.045096,-0.023975,-0.067062,0.409200,-0.263751
28,0.233333,28,-0.905784,0.042794,-0.037461,-0.080219,0.400977,-0.262764
29,0.241667,29,-0.887694,0.042794,-0.037132,-0.068707,0.397359,-0.263422
30,0.250000,30,-0.912691,0.059568,-0.033843,-0.058182,0.399990,-0.256844
31,0.258333,31,-0.937031,0.077329,-0.027593,-0.053577,0.414791,-0.257830
32,0.266667,32,-0.942951,0.078974,-0.022988,-0.051604,0.420054,-0.249937
33,0.275000,33,-0.931768,0.083907,-0.029567,-0.048643,0.414133,-0.236122
34,0.283333,34,-0.907100,0.076671,-0.044697,-0.053248,0.410515,-0.253884
35,0.291667,35,-0.896246,0.058581,-0.039763,-0.063116,0.406568,-0.262106
36,0.300000,36,-0.926176,0.051345,-0.032198,-0.057524,0.413476,-0.262435
37,0.308333,37,-0.950516,0.042794,-0.026935,-0.069694,0.423672,-0.276578
38,0.316667,38,-0.945253,0.035558,-0.026935,-0.071996,0.425316,-0.268685
39,0.325000,39,-0.930123,0.049701,-0.033185,-0.067720,0.413147,-0.261448
40,0.333333,40,-0.907100,0.057595,-0.044039,-0.056208,0.409858,-0.254212
41,0.341667,41,-0.904468,0.073053,-0.035487,-0.049301,0.407884,-0.239740
42,0.350000,42,-0.925190,0.080289,-0.033514,-0.037789,0.418738,-0.244016
43,0.358333,43,-0.933741,0.076014,-0.024962,-0.047657,0.419396,-0.244674
44,0.366667,44,-0.932426,0.067791,-0.025949,-0.059826,0.415449,-0.249937
45,0.375000,45,-0.921243,0.063844,-0.026935,-0.062787,0.403937,-0.268685
46,0.383333,46,-0.904797,0.048056,-0.026935,-0.075285,0.401964,-0.271974
47,0.391667,47,-0.906771,0.050687,-0.026606,-0.077916,0.399661,-0.270329
48,0.400000,48,-0.907100,0.051674,-0.028909,-0.064431,0.397359,-0.266382
49,0.408333,49,-0.921243,0.058581,-0.018713,-0.060813,0.405911,-0.256186
50,0.416667,50,-0.932426,0.070093,-0.013121,-0.050946,0.402950,-0.250594
51,0.425000,51,-0.928479,0.076342,-0.018384,-0.035816,0.404924,-0.249937
52,0.433333,52,-0.922230,0.073382,-0.020357,-0.043381,0.404595,-0.247634
53,0.441667,53,-0.922558,0.069106,-0.025949,-0.045683,0.402950,-0.243030
54,0.450000,54,-0.930452,0.059897,-0.029567,-0.059169,0.408213,-0.251252
55,0.458333,55,-0.934070,0.050030,-0.023646,-0.069036,0.407884,-0.261777
56,0.466667,56,-0.936044,0.053648,-0.030553,-0.072983,0.408542,-0.267369
57,0.475000,57,-0.916967,0.053977,-0.039105,-0.064760,0.406240,-0.262764
58,0.483333,58,-0.914336,0.060226,-0.036474,-0.060484,0.401635,-0.257173
59,0.491667,59,-0.922230,0.069106,-0.032856,-0.059498,0.400648,-0.250266
60,0.500000,60,-0.932755,0.073382,-0.033514,-0.049630,0.413476,-0.242372
61,0.508333,61,-0.954463,0.075685,-0.026606,-0.042723,0.421698,-0.252897
62,0.516667,62,-0.956436,0.069106,-0.023317,-0.049959,0.423014,-0.253226
63,0.525000,63,-0.953476,0.056937,-0.024304,-0.052261,0.419067,-0.254870
64,0.533333,64,-0.949529,0.052990,-0.024633,-0.064102,0.420054,-0.263093
65,0.541667,65,-0.930781,0.045754,-0.034829,-0.077916,0.420712,-0.260133
66,0.550000,66,-0.928808,0.045754,-0.034829,-0.079561,0.409200,-0.267369
67,0.558333,67,-0.918612,0.048714,-0.028580,-0.073970,0.401964,-0.268356
68,0.566667,68,-0.921572,0.063515,-0.030882,-0.060813,0.405253,-0.265395
69,0.575000,69,-0.930123,0.070093,-0.029238,-0.054893,0.411831,-0.251252
70,0.583333,70,-0.933413,0.075027,-0.024304,-0.043052,0.406897,-0.247634
71,0.591667,71,-0.939333,0.082592,-0.016410,-0.041736,0.410186,-0.243358
72,0.600000,72,-0.928479,0.072067,-0.023317,-0.046670,0.409529,-0.242372
73,0.608333,73,-0.918283,0.059568,-0.027922,-0.051933,0.403279,-0.263751
74,0.616667,74,-0.928150,0.050359,-0.022988,-0.071667,0.402950,-0.269342
75,0.625000,75,-0.951503,0.038189,-0.020686,-0.074627,0.415449,-0.269671
76,0.633333,76,-0.958081,0.043780,-0.019699,-0.076272,0.421369,-0.268685
77,0.641667,77,-0.941964,0.062199,-0.025291,-0.057524,0.422356,-0.265724
78,0.650000,78,-0.917625,0.072067,-0.040750,-0.047986,0.412489,-0.247634
79,0.658333,79,-0.909731,0.083578,-0.036145,-0.037461,0.412489,-0.240398
80,0.666667,80,-0.916638,0.084565,-0.034171,-0.042065,0.415120,-0.235793
81,0.675000,81,-0.917625,0.069106,-0.033843,-0.049301,0.415778,-0.249937
82,0.683333,82,-0.913020,0.061213,-0.038447,-0.063773,0.408542,-0.268685
83,0.691667,83,-0.912691,0.042465,-0.038776,-0.074298,0.409529,-0.272631
84,0.700000,84,-0.926505,0.036215,-0.036145,-0.079561,0.415778,-0.278881
85,0.708333,85,-0.945582,0.044438,-0.028580,-0.075614,0.419396,-0.273289
86,0.716667,86,-0.930781,0.053648,-0.029896,-0.074627,0.416765,-0.261777
87,0.725000,87,-0.900193,0.066146,-0.032198,-0.056537,0.403608,-0.255199
88,0.733333,88,-0.898548,0.072396,-0.037461,-0.049301,0.398017,-0.243358
89,0.741667,89,-0.908086,0.073053,-0.029238,-0.048315,0.404595,-0.241056
90,0.750000,90,-0.946898,0.076342,-0.013450,-0.046012,0.420054,-0.243030
91,0.758333,91,-0.964001,0.074040,-0.009174,-0.043381,0.421041,-0.251252
92,0.766667,92,-0.941635,0.069106,-0.011477,-0.043381,0.411831,-0.256186
93,0.775000,93,-0.920256,0.067462,-0.021344,-0.050946,0.407226,-0.265724
94,0.783333,94,-0.907429,0.062857,-0.033514,-0.062787,0.402293,-0.263751
95,0.791667,95,-0.900850,0.052003,-0.033185,-0.073312,0.401635,-0.258817
96,0.800000,96,-0.915651,0.050359,-0.030553,-0.069694,0.405911,-0.273289
97,0.808333,97,-0.942622,0.048385,-0.032856,-0.071996,0.421698,-0.271645
98,0.816667,98,-0.955778,0.050030,-0.025620,-0.067720,0.425316,-0.262106
99,0.825000,99,-0.954792,0.054634,-0.021673,-0.055222,0.420054,-0.256186
100,0.833333,100,-0.930781,0.073382,-0.033514,-0.049301,0.419725,-0.239083
101,0.841667,101,-0.894601,0.085223,-0.055222,-0.045025,0.407226,-0.223953
102,0.850000,102,-0.889667,0.083907,-0.045025,-0.035158,0.398346,-0.236122
103,0.858333,103,-0.914007,0.081934,-0.034171,-0.035816,0.406897,-0.247305
104,0.866667,104,-0.940649,0.068449,-0.027264,-0.054893,0.421698,-0.245661
105,0.875000,105,-0.957094,0.052661,-0.021344,-0.059169,0.422027,-0.272960
106,0.883333,106,-0.929795,0.043123,-0.025949,-0.083837,0.414462,-0.276907
107,0.891667,107,-0.907758,0.035229,-0.035816,-0.086139,0.412489,-0.280525
108,0.900000,108,-0.918940,0.043451,-0.039105,-0.076930,0.414462,-0.277894
109,0.908333,109,-0.911704,0.058581,-0.035816,-0.068049,0.412818,-0.256515
110,0.916667,110,-0.925519,0.073053,-0.035158,-0.048643,0.423014,-0.255857
111,0.925000,111,-0.942293,0.090157,-0.037461,-0.041736,0.424659,-0.239740
112,0.933333,112,-0.928150,0.083250,-0.037132,-0.035487,0.419725,-0.228229
113,0.941667,113,-0.918940,0.076014,-0.040750,-0.040092,0.413805,-0.235793
114,0.950000,114,-0.916309,0.064831,-0.046341,-0.051275,0.410844,-0.248950
115,0.958333,115,-0.906442,0.050687,-0.045683,-0.064431,0.412160,-0.260462
116,0.966667,116,-0.918283,0.037531,-0.038447,-0.074956,0.411173,-0.272631
117,0.975000,117,-0.933741,0.040820,-0.028909,-0.073970,0.407555,-0.277565
118,0.983333,118,-0.941964,0.052332,-0.020357,-0.074298,0.413147,-0.267040
119,0.991667,119,-0.944924,0.067133,-0.022002,-0.055222,0.412160,-0.262435
120,1.000000,120,-0.945582,0.083250,-0.025949,-0.043381,0.411173,-0.246319
121,1.008333,121,-0.925519,0.085881,-0.027593,-0.043710,0.411173,-0.230860
122,1.016667,122,-0.900193,0.076342,-0.029896,-0.045683,0.395386,-0.255199
123,1.025000,123,-0.907100,0.066475,-0.043710,-0.065747,0.394070,-0.255528
124,1.033333,124,-0.916309,0.053977,-0.030224,-0.072325,0.406897,-0.261448
125,1.041667,125,-0.942293,0.040162,-0.019042,-0.071338,0.413805,-0.275921
126,1.050000,126,-0.947227,0.033913,-0.022002,-0.077259,0.412489,-0.270658
127,1.058333,127,-0.920256,0.039833,-0.028580,-0.074298,0.410844,-0.271645
128,1.066667,128,-0.907758,0.052990,-0.034500,-0.054893,0.408213,-0.268685
129,1.075000,129,-0.922558,0.069435,-0.032527,-0.043381,0.410186,-0.248292
130,1.083333,130,-0.931439,0.083578,-0.026935,-0.036803,0.414133,-0.235465
131,1.091667,131,-0.937688,0.088512,-0.024304,-0.036803,0.412489,-0.238425
132,1.100000,132,-0.924532,0.090157,-0.033514,-0.037789,0.407226,-0.239083
133,1.108333,133,-0.915980,0.082263,-0.034829,-0.056866,0.398675,-0.246648
134,1.116667,134,-0.915651,0.062857,-0.034171,-0.078245,0.401964,-0.259475
135,1.125000,135,-0.922887,0.045425,-0.030224,-0.083837,0.402293,-0.273289
136,1.133333,136,-0.930452,0.031282,-0.030553,-0.082192,0.405911,-0.283157
137,1.141667,137,-0.929466,0.032597,-0.032527,-0.079232,0.411831,-0.280525
138,1.150000,138,-0.939004,0.046412,-0.029896,-0.057853,0.422027,-0.266053
139,1.158333,139,-0.946898,0.060555,-0.032856,-0.044368,0.426961,-0.239411
140,1.166667,140,-0.938675,0.076014,-0.026935,-0.037132,0.417094,-0.233162
141,1.175000,141,-0.918940,0.086210,-0.038447,-0.029567,0.409200,-0.238096
142,1.183333,142,-0.914336,0.089170,-0.045025,-0.038447,0.411502,-0.234149
143,1.191667,143,-0.923874,0.074698,-0.037789,-0.051933,0.412818,-0.248621
144,1.200000,144,-0.947556,0.060884,-0.026935,-0.063116,0.414791,-0.267698
145,1.208333,145,-0.947885,0.045425,-0.021015,-0.081206,0.413147,-0.284472
146,1.216667,146,-0.928808,0.035886,-0.031869,-0.093704,0.403608,-0.287104
147,1.225000,147,-0.911704,0.035886,-0.037789,-0.082192,0.397688,-0.276578
148,1.233333,148,-0.923216,0.046083,-0.030553,-0.070023,0.399990,-0.269671
149,1.241667,149,-0.940320,0.063515,-0.019699,-0.067062,0.405911,-0.250266
150,1.250000,150,-0.943609,0.071738,-0.020028,-0.052919,0.409529,-0.232833
151,1.258333,151,-0.939004,0.079960,-0.018384,-0.030882,0.402622,-0.242701
152,1.266667,152,-0.930452,0.075685,-0.020686,-0.050617,0.401635,-0.246648
153,1.275000,153,-0.924203,0.068449,-0.024304,-0.051933,0.408542,-0.252897
154,1.283333,154,-0.930123,0.059568,-0.018713,-0.060155,0.405911,-0.262106
155,1.291667,155,-0.933084,0.048385,-0.018055,-0.071667,0.408213,-0.264080
156,1.300000,156,-0.929795,0.043123,-0.014437,-0.068378,0.409529,-0.275592
157,1.308333,157,-0.941635,0.056937,-0.015752,-0.055879,0.414133,-0.282499
158,1.316667,158,-0.953147,0.060555,-0.019699,-0.062129,0.418409,-0.264409
159,1.325000,159,-0.936702,0.064831,-0.016081,-0.053906,0.415120,-0.251252
160,1.333333,160,-0.911376,0.078645,-0.025949,-0.045683,0.399332,-0.251910
161,1.341667,161,-0.899206,0.080289,-0.041407,-0.048643,0.394070,-0.235136
162,1.350000,162,-0.898219,0.078316,-0.033843,-0.053906,0.394070,-0.238754
163,1.358333,163,-0.929795,0.073053,-0.022002,-0.051604,0.396701,-0.249937
164,1.366667,164,-0.936044,0.053319,-0.018055,-0.071667,0.399990,-0.252568
