Format Version,1.23,Take Name,MS010MPT003,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-03-25 12.57.18.318 PM,Total Frames in Take,9703,Total Exported Frames,9703,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Concorde_S,Concorde_S,Concorde_S,Concorde_S,Concorde_S,Concorde_S
,ID,"FE47CAB7AC3111ECD572003BC676219F","FE47CAB7AC3111ECD572003BC676219F","FE47CAB7AC3111ECD572003BC676219F","FE47CAB7AC3111ECD572003BC676219F","FE47CAB7AC3111ECD572003BC676219F","FE47CAB7AC3111ECD572003BC676219F"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
0,0.000000,0.031850,0.012567,-0.005480,-0.019514,0.094981,0.001280
1,0.008333,0.030264,0.007223,-0.006387,-0.019510,0.094988,0.001285
2,0.016667,0.027110,0.004912,-0.004007,-0.019527,0.094987,0.001287
3,0.025000,0.031082,0.005750,-0.002506,-0.019529,0.094990,0.001284
4,0.033333,0.026567,0.012155,-0.004396,-0.019523,0.094980,0.001279
5,0.041667,,,,,,
6,0.050000,0.028680,0.004542,-0.003962,-0.019528,0.094984,0.001302
7,0.058333,0.024540,0.011158,-0.004710,-0.019516,0.094970,0.001300
8,0.066667,0.019819,0.009325,-0.008254,-0.019523,0.094974,0.001297
9,0.075000,0.017557,0.007305,-0.008359,-0.019524,0.094973,0.001298
10,0.083333,0.023697,0.009991,-0.001033,-0.019520,0.094985,0.001289
11,0.091667,0.025933,0.002599,-0.003832,-0.019519,0.094986,0.001284
12,0.100000,0.026470,0.006809,-0.010989,-0.019515,0.094981,0.001289
13,0.108333,0.019982,0.007340,-0.006425,-0.019517,0.094980,0.001297
14,0.116667,0.024048,0.007093,-0.002064,-0.019511,0.094980,0.001314
15,0.125000,0.018504,0.008448,-0.009286,-0.019512,0.094984,0.001296
16,0.133333,0.030706,0.014124,0.000109,-0.019513,0.094996,0.001293
17,0.141667,0.020808,0.008820,0.000147,-0.019516,0.094984,0.001289
18,0.150000,0.025096,0.008353,-0.002498,-0.019512,0.094987,0.001300
19,0.158333,0.024320,0.011195,-0.000313,-0.019526,0.094995,0.001301
20,0.166667,0.021972,0.008373,0.003841,-0.019525,0.094991,0.001309
21,0.175000,0.021305,0.004422,-0.003893,-0.019521,0.094986,0.001305
22,0.183333,0.024369,0.002281,-0.002876,-0.019516,0.094987,0.001304
23,0.191667,0.023778,0.008214,-0.007119,-0.019518,0.094984,0.001304
24,0.200000,0.017232,0.008560,-0.001779,-0.019510,0.094984,0.001300
25,0.208333,0.028149,0.010229,-0.004534,-0.019514,0.094976,0.001288
26,0.216667,0.026039,0.012393,-0.005655,-0.019514,0.094983,0.001295
27,0.225000,0.024006,0.007517,-0.004028,-0.019527,0.094986,0.001310
28,0.233333,0.026812,0.007343,-0.004453,-0.019529,0.094980,0.001306
29,0.241667,0.024083,0.009829,-0.007494,-0.019522,0.094987,0.001313
30,0.250000,0.028662,0.004693,-0.006428,-0.019517,0.094985,0.001303
31,0.258333,0.022472,0.010578,-0.005333,-0.019517,0.094980,0.001293
32,0.266667,0.027626,0.009651,-0.009752,-0.019525,0.094989,0.001289
33,0.275000,0.025772,0.007918,-0.008329,-0.019517,0.094990,0.001287
34,0.283333,0.025171,0.007557,-0.010829,-0.019530,0.094986,0.001276
35,0.291667,0.027264,0.008130,-0.008583,-0.019520,0.094989,0.001284
36,0.300000,0.030973,0.009616,-0.004178,-0.019521,0.094987,0.001274
37,0.308333,0.024953,0.009767,-0.011393,-0.019517,0.094985,0.001285
38,0.316667,0.026770,0.012894,-0.003605,-0.019532,0.094997,0.001284
39,0.325000,0.032282,0.007525,-0.002593,-0.019523,0.094994,0.001285
40,0.333333,0.026835,0.010298,-0.010198,-0.019528,0.094985,0.001290
41,0.341667,0.025592,0.008468,-0.011397,-0.019527,0.094990,0.001304
42,0.350000,0.026912,0.006182,-0.008964,-0.019538,0.094988,0.001293
43,0.358333,0.027794,0.009333,-0.001639,-0.019529,0.094982,0.001299
44,0.366667,0.023015,0.008904,-0.009179,-0.019521,0.094967,0.001293
