Format Version,1.0,
Take Name,MS024MPT010,
Capture Frame Rate,120.00,
Export Frame Rate,120.00,
Capture Start Time,29 Apr 2022 17:48:08 +0200,
Total Frames In Take,26849,
Total Exported Frames,26849,
Coordinate Space,Local,
Device Name,NIDAQ USB-6210 31683603,
Device Type,1,
Device Channel Count,6,
Mocap Rate,120.00,
Mocap Rate Multiple,1.00

MocapFrame, MocapTime, DeviceFrame,Dev2/ai0,Dev2/ai1,Dev2/ai2,Dev2/ai3,Dev2/ai4,Dev2/ai5
0,0.000000,0,-0.826517,0.065488,0.173042,-0.131858,0.064831,-0.228229
1,0.008333,1,-0.826846,0.066146,0.172384,-0.132187,0.065488,-0.228229
2,0.016667,2,-0.827174,0.065160,0.172713,-0.132187,0.064831,-0.228229
3,0.025000,3,-0.826846,0.065817,0.172384,-0.132187,0.064831,-0.228229
4,0.033333,4,-0.826188,0.067791,0.173371,-0.132187,0.064831,-0.228557
5,0.041667,5,-0.826517,0.064831,0.173042,-0.131529,0.064831,-0.227900
6,0.050000,6,-0.827174,0.067133,0.172713,-0.131529,0.065160,-0.227571
7,0.058333,7,-0.827174,0.066804,0.172384,-0.130871,0.065160,-0.227242
8,0.066667,8,-0.826517,0.066146,0.172713,-0.130871,0.065160,-0.227900
9,0.075000,9,-0.826846,0.065160,0.173700,-0.131529,0.065160,-0.227571
10,0.083333,10,-0.827174,0.065488,0.172713,-0.131529,0.065817,-0.227571
11,0.091667,11,-0.826846,0.066146,0.172384,-0.132187,0.064831,-0.228557
12,0.100000,12,-0.826188,0.064502,0.172055,-0.132187,0.064502,-0.228557
13,0.108333,13,-0.825859,0.062857,0.172384,-0.132516,0.064502,-0.228886
14,0.116667,14,-0.827174,0.064173,0.172384,-0.132187,0.065488,-0.227571
15,0.125000,15,-0.827503,0.065488,0.172384,-0.132187,0.065160,-0.228229
16,0.133333,16,-0.827503,0.065160,0.173042,-0.131858,0.064831,-0.227242
17,0.141667,17,-0.826517,0.065488,0.173042,-0.131529,0.064831,-0.227571
18,0.150000,18,-0.826846,0.066475,0.172384,-0.130871,0.065160,-0.227571
19,0.158333,19,-0.826846,0.066475,0.172384,-0.131529,0.065160,-0.227571
20,0.166667,20,-0.827174,0.065160,0.173042,-0.132187,0.064831,-0.227242
21,0.175000,21,-0.827503,0.065817,0.173042,-0.132187,0.064831,-0.228557
22,0.183333,22,-0.826846,0.064831,0.172713,-0.132187,0.065160,-0.228229
23,0.191667,23,-0.827503,0.065160,0.172713,-0.132187,0.065160,-0.228557
24,0.200000,24,-0.826846,0.064173,0.172713,-0.132516,0.064831,-0.228557
25,0.208333,25,-0.826846,0.065488,0.172055,-0.132516,0.064831,-0.228886
26,0.216667,26,-0.827174,0.065488,0.172713,-0.132187,0.064502,-0.227900
27,0.225000,27,-0.827174,0.065817,0.172384,-0.131200,0.065488,-0.227242
28,0.233333,28,-0.827174,0.067133,0.172384,-0.131200,0.064831,-0.227242
29,0.241667,29,-0.827174,0.066146,0.172384,-0.131200,0.065160,-0.227571
30,0.250000,30,-0.826517,0.066475,0.172713,-0.130871,0.065488,-0.227571
31,0.258333,31,-0.826517,0.065160,0.173042,-0.131858,0.064831,-0.227571
32,0.266667,32,-0.826517,0.065488,0.171726,-0.131858,0.064831,-0.228229
33,0.275000,33,-0.826517,0.065817,0.171726,-0.132516,0.064831,-0.228886
34,0.283333,34,-0.827503,0.063844,0.172713,-0.132516,0.065488,-0.229215
35,0.291667,35,-0.827832,0.066146,0.173042,-0.132516,0.065160,-0.228557
36,0.300000,36,-0.827174,0.065488,0.172384,-0.132187,0.065488,-0.227900
37,0.308333,37,-0.826517,0.065160,0.172055,-0.131529,0.065160,-0.227900
38,0.316667,38,-0.825859,0.066146,0.173371,-0.131529,0.064831,-0.227242
39,0.325000,39,-0.827503,0.066804,0.172713,-0.131529,0.064502,-0.227242
40,0.333333,40,-0.827503,0.066146,0.172384,-0.131858,0.065488,-0.227571
41,0.341667,41,-0.826846,0.064831,0.172384,-0.131200,0.064831,-0.227242
42,0.350000,42,-0.826188,0.065817,0.172055,-0.131858,0.064831,-0.228229
43,0.358333,43,-0.826846,0.065817,0.173042,-0.132516,0.064173,-0.228229
44,0.366667,44,-0.827174,0.065488,0.172713,-0.132516,0.064831,-0.228886
45,0.375000,45,-0.826846,0.065160,0.172055,-0.132516,0.065817,-0.229215
46,0.383333,46,-0.827174,0.064831,0.172713,-0.132187,0.065160,-0.228557
47,0.391667,47,-0.827503,0.065488,0.173042,-0.132187,0.064502,-0.228886
48,0.400000,48,-0.827503,0.065488,0.172713,-0.131529,0.065488,-0.227900
49,0.408333,49,-0.827174,0.065160,0.172713,-0.131200,0.065817,-0.227242
50,0.416667,50,-0.826517,0.066146,0.171726,-0.131529,0.065160,-0.227242
51,0.425000,51,-0.826188,0.064173,0.172713,-0.130871,0.064831,-0.227571
52,0.433333,52,-0.826846,0.065488,0.172384,-0.131529,0.065160,-0.227571
53,0.441667,53,-0.827503,0.064831,0.172713,-0.131529,0.066146,-0.227242
54,0.450000,54,-0.827174,0.066146,0.173042,-0.132187,0.065817,-0.228229
55,0.458333,55,-0.826846,0.065817,0.172713,-0.132516,0.065160,-0.228886
56,0.466667,56,-0.826846,0.064502,0.172055,-0.132516,0.064502,-0.228886
57,0.475000,57,-0.826517,0.066475,0.172055,-0.132187,0.065160,-0.228886
58,0.483333,58,-0.827503,0.065817,0.172055,-0.132845,0.065160,-0.228229
59,0.491667,59,-0.827832,0.066146,0.173042,-0.131529,0.065160,-0.228229
60,0.500000,60,-0.826517,0.067133,0.173042,-0.131858,0.064831,-0.227242
61,0.508333,61,-0.826517,0.066146,0.172055,-0.131529,0.065160,-0.227242
62,0.516667,62,-0.826517,0.066146,0.172055,-0.131529,0.064831,-0.227242
63,0.525000,63,-0.826846,0.066146,0.172713,-0.131529,0.064831,-0.227900
64,0.533333,64,-0.827174,0.066146,0.173042,-0.131858,0.064831,-0.227900
65,0.541667,65,-0.827174,0.064831,0.172384,-0.132187,0.065488,-0.228229
66,0.550000,66,-0.827174,0.064173,0.172384,-0.132187,0.065488,-0.228557
67,0.558333,67,-0.826846,0.064831,0.172384,-0.132516,0.065488,-0.228229
68,0.566667,68,-0.826846,0.065488,0.172384,-0.132516,0.065160,-0.228557
69,0.575000,69,-0.826846,0.067133,0.172384,-0.132187,0.064831,-0.227900
70,0.583333,70,-0.826517,0.065817,0.172055,-0.132516,0.065817,-0.227571
71,0.591667,71,-0.826517,0.066146,0.172713,-0.131200,0.065160,-0.227571
72,0.600000,72,-0.827174,0.065488,0.172384,-0.131200,0.065488,-0.226913
73,0.608333,73,-0.827174,0.066804,0.172713,-0.131858,0.065160,-0.227571
74,0.616667,74,-0.826517,0.066804,0.172713,-0.131200,0.065160,-0.228229
