Format Version,1.23,Take Name,MS024MPT003,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-04-28 07.22.13.944 PM,Total Frames in Take,6967,Total Exported Frames,6967,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ConcordeS,ConcordeS,ConcordeS,ConcordeS,ConcordeS,ConcordeS,ail_R,ail_R,ail_R,ail_R,ail_R,ail_R,ail_L,ail_L,ail_L,ail_L,ail_L,ail_L
,ID,"D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","BB1B5930C6D211ECB7ECD18E5C9C329F","BB1B5930C6D211ECB7ECD18E5C9C329F","BB1B5930C6D211ECB7ECD18E5C9C329F","BB1B5930C6D211ECB7ECD18E5C9C329F","BB1B5930C6D211ECB7ECD18E5C9C329F","BB1B5930C6D211ECB7ECD18E5C9C329F","C616C3E4C6D211ECB7ECD18E5C9C329F","C616C3E4C6D211ECB7ECD18E5C9C329F","C616C3E4C6D211ECB7ECD18E5C9C329F","C616C3E4C6D211ECB7ECD18E5C9C329F","C616C3E4C6D211ECB7ECD18E5C9C329F","C616C3E4C6D211ECB7ECD18E5C9C329F"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.637887,-1.841224,-12.764423,-0.141793,0.242223,-0.003377,0.294267,0.113872,-0.852373,-0.437245,0.195507,0.378330,-0.326397,-0.060366,3.356130,-0.427479,0.202932,-0.389227
1,0.008333,-0.629696,-1.842465,-12.765604,-0.141809,0.242223,-0.003369,0.302405,0.115247,-0.877792,-0.437253,0.195497,0.378313,-0.327074,-0.067730,3.352273,-0.427483,0.202941,-0.389229
2,0.016667,-0.619224,-1.850589,-12.771153,-0.141807,0.242225,-0.003366,0.296031,0.116781,-0.866059,-0.437248,0.195506,0.378347,-0.320014,-0.066134,3.374482,-0.427484,0.202935,-0.389233
3,0.025000,-0.622073,-1.826886,-12.761016,-0.141776,0.242218,-0.003332,0.253153,0.135190,-0.795423,-0.437223,0.195537,0.378367,-0.242715,-0.076151,3.469514,-0.427448,0.203003,-0.389206
4,0.033333,-0.630061,-1.845932,-12.771761,-0.141790,0.242235,-0.003367,0.293244,0.115042,-0.850089,-0.437248,0.195509,0.378339,-0.329077,-0.066835,3.361460,-0.427490,0.202934,-0.389219
5,0.041667,-0.623892,-1.844537,-12.763505,-0.141795,0.242216,-0.003364,0.303022,0.115244,-0.869025,-0.437239,0.195514,0.378329,-0.237979,-0.070236,3.492733,-0.427453,0.203002,-0.389202
6,0.050000,-0.616768,-1.850112,-12.764201,-0.141798,0.242211,-0.003368,0.312785,0.119372,-0.900395,-0.437235,0.195510,0.378342,-0.332214,-0.060068,3.354055,-0.427481,0.202925,-0.389230
7,0.058333,-0.635155,-1.839406,-12.779487,-0.141782,0.242240,-0.003371,0.263880,0.135239,-0.829343,-0.437200,0.195539,0.378368,-0.336282,-0.062568,3.335925,-0.427486,0.202945,-0.389230
8,0.066667,-0.618416,-1.846717,-12.761716,-0.141797,0.242222,-0.003360,0.315747,0.119149,-0.908288,-0.437247,0.195505,0.378334,-0.330969,-0.062984,3.352386,-0.427483,0.202939,-0.389239
9,0.075000,-0.618922,-1.842550,-12.771978,-0.141806,0.242226,-0.003364,0.297418,0.114619,-0.866773,-0.437241,0.195513,0.378330,-0.328269,-0.064828,3.361480,-0.427478,0.202943,-0.389227
10,0.083333,-0.622557,-1.833785,-12.768083,-0.141806,0.242222,-0.003366,0.304210,0.118290,-0.883541,-0.437237,0.195520,0.378328,-0.319219,-0.056778,3.385999,-0.427468,0.202938,-0.389241
11,0.091667,-0.624916,-1.843686,-12.769947,-0.141804,0.242222,-0.003359,0.306543,0.118174,-0.888479,-0.437241,0.195515,0.378321,-0.336615,-0.062917,3.347238,-0.427486,0.202935,-0.389226
12,0.100000,-0.628529,-1.845125,-12.771638,-0.141807,0.242240,-0.003369,0.296281,0.116900,-0.867222,-0.437246,0.195523,0.378333,-0.239721,-0.072558,3.478771,-0.427434,0.203008,-0.389209
13,0.108333,-0.628777,-1.848854,-12.772137,-0.141800,0.242236,-0.003373,0.295024,0.116782,-0.856154,-0.437234,0.195518,0.378312,-0.332491,-0.068516,3.345589,-0.427477,0.202945,-0.389235
14,0.116667,-0.630413,-1.847812,-12.769828,-0.141802,0.242224,-0.003370,0.303613,0.115434,-0.876073,-0.437238,0.195515,0.378323,-0.326905,-0.063820,3.355970,-0.427468,0.202955,-0.389238
15,0.125000,-0.622143,-1.846328,-12.768486,-0.141809,0.242223,-0.003368,0.307135,0.115401,-0.881300,-0.437235,0.195518,0.378332,-0.332744,-0.068010,3.342430,-0.427486,0.202935,-0.389234
16,0.133333,-0.627808,-1.846215,-12.764272,-0.141794,0.242215,-0.003373,0.310507,0.119273,-0.889504,-0.437244,0.195507,0.378332,-0.328084,-0.060515,3.356853,-0.427478,0.202929,-0.389239
17,0.141667,-0.624868,-1.846793,-12.768064,-0.141800,0.242219,-0.003375,0.301029,0.118583,-0.871317,-0.437237,0.195515,0.378327,-0.322070,-0.064671,3.365641,-0.427469,0.202934,-0.389235
18,0.150000,-0.622662,-1.843474,-12.772182,-0.141808,0.242225,-0.003380,0.310393,0.117647,-0.890617,-0.437246,0.195509,0.378327,-0.350356,-0.080324,3.230931,-0.427502,0.202883,-0.389248
19,0.158333,-0.620084,-1.849479,-12.762672,-0.141802,0.242212,-0.003383,0.312828,0.116162,-0.903872,-0.437253,0.195505,0.378329,-0.339509,-0.064557,3.332111,-0.427473,0.202944,-0.389239
20,0.166667,-0.616977,-1.842750,-12.760345,-0.141811,0.242217,-0.003381,0.311912,0.118517,-0.888481,-0.437255,0.195513,0.378335,-0.326432,-0.065364,3.356492,-0.427483,0.202930,-0.389232
