Format Version,1.23,Take Name,MS024MPT010,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-04-29 05.48.08.186 PM,Total Frames in Take,26849,Total Exported Frames,26849,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ConcordeS,ConcordeS,ConcordeS,ConcordeS,ConcordeS,ConcordeS
,ID,"D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
95,0.791667,-0.569964,-1.845854,-12.812498,-0.141733,0.242580,-0.003348
96,0.800000,-0.652502,-1.850242,-12.996483,-0.141758,0.242702,-0.003356
97,0.808333,-0.569229,-1.838628,-12.930095,-0.141752,0.242564,-0.003350
98,0.816667,-0.578318,-1.851262,-12.943482,-0.141766,0.242597,-0.003353
99,0.825000,-0.564517,-1.852042,-12.812562,-0.141730,0.242592,-0.003353
100,0.833333,-0.650277,-1.845876,-13.006371,-0.141829,0.242731,-0.003352
101,0.841667,-0.595162,-1.828395,-12.969904,-0.141810,0.242662,-0.003313
102,0.850000,-0.599594,-1.820869,-12.967801,-0.141778,0.242650,-0.003313
103,0.858333,-0.600495,-1.833985,-12.972081,-0.141735,0.242652,-0.003336
104,0.866667,-0.597338,-1.839491,-12.855319,-0.141715,0.242667,-0.003337
105,0.875000,-0.570035,-1.843791,-12.815841,-0.141727,0.242594,-0.003360
106,0.883333,-0.608528,-1.833082,-12.988189,-0.141841,0.242681,-0.003314
107,0.891667,-0.565583,-1.841580,-12.816246,-0.141732,0.242600,-0.003357
108,0.900000,-0.568249,-1.837208,-12.942766,-0.141745,0.242593,-0.003359
109,0.908333,-0.559651,-1.841877,-12.822037,-0.141727,0.242609,-0.003357
110,0.916667,-0.566379,-1.836977,-12.935092,-0.141748,0.242589,-0.003341
111,0.925000,-0.574494,-1.844877,-12.825251,-0.141749,0.242622,-0.003346
112,0.933333,-0.561287,-1.841643,-12.938350,-0.141785,0.242608,-0.003337
113,0.941667,-0.560629,-1.846260,-12.817012,-0.141728,0.242597,-0.003362
114,0.950000,-0.568271,-1.842496,-12.938181,-0.141802,0.242601,-0.003339
115,0.958333,-0.591282,-1.834278,-12.838982,-0.141709,0.242648,-0.003326
116,0.966667,-0.601538,-1.831477,-12.840355,-0.141733,0.242655,-0.003319
117,0.975000,-0.581884,-1.853001,-12.830502,-0.141748,0.242623,-0.003353
118,0.983333,-0.564140,-1.847540,-12.824177,-0.141734,0.242608,-0.003339
119,0.991667,-0.566527,-1.846432,-12.938300,-0.141788,0.242613,-0.003333
120,1.000000,-0.567005,-1.842204,-12.818802,-0.141736,0.242611,-0.003343
121,1.008333,-0.580007,-1.852726,-12.953568,-0.141754,0.242622,-0.003336
122,1.016667,-0.568750,-1.845415,-12.936710,-0.141746,0.242598,-0.003343
123,1.025000,-0.560710,-1.847403,-12.936927,-0.141744,0.242596,-0.003352
124,1.033333,-0.578879,-1.848995,-12.946119,-0.141766,0.242603,-0.003348
125,1.041667,-0.565991,-1.843572,-12.820748,-0.141726,0.242604,-0.003345
126,1.050000,-0.595118,-1.833147,-12.846238,-0.141702,0.242656,-0.003334
127,1.058333,-0.579573,-1.845420,-12.941203,-0.141756,0.242593,-0.003346
128,1.066667,-0.593914,-1.828068,-12.836224,-0.141706,0.242644,-0.003328
129,1.075000,-0.569942,-1.844337,-12.822242,-0.141719,0.242599,-0.003349
130,1.083333,-0.563391,-1.837531,-12.929681,-0.141763,0.242590,-0.003341
