Format Version,1.0,
Take Name,MS024MPT003,
Capture Frame Rate,120.00,
Export Frame Rate,120.00,
Capture Start Time,28 Apr 2022 19:22:13 +0200,
Total Frames In Take,6967,
Total Exported Frames,6967,
Coordinate Space,Local,
Device Name,NIDAQ USB-6210 31683603,
Device Type,1,
Device Channel Count,6,
Mocap Rate,120.00,
Mocap Rate Multiple,1.00

MocapFrame, MocapTime, DeviceFrame,Dev2/ai0,Dev2/ai1,Dev2/ai2,Dev2/ai3,Dev2/ai4,Dev2/ai5
0,0.000000,0,-0.838028,0.084894,0.188501,-0.125609,0.059897,-0.233491
1,0.008333,1,-0.838028,0.085552,0.188172,-0.126595,0.059897,-0.233162
2,0.016667,2,-0.837700,0.085552,0.188501,-0.126266,0.059568,-0.233162
3,0.025000,3,-0.838028,0.085552,0.188172,-0.126266,0.059239,-0.233820
4,0.033333,4,-0.838357,0.086868,0.188501,-0.126266,0.059239,-0.233491
5,0.041667,5,-0.838357,0.085881,0.188501,-0.126595,0.059568,-0.233162
6,0.050000,6,-0.837700,0.086539,0.188501,-0.125609,0.059239,-0.232833
7,0.058333,7,-0.837700,0.085881,0.187514,-0.126595,0.058910,-0.232833
8,0.066667,8,-0.837700,0.085881,0.187514,-0.125609,0.059239,-0.233162
9,0.075000,9,-0.837700,0.086539,0.188172,-0.125937,0.059568,-0.232833
10,0.083333,10,-0.838357,0.085223,0.188172,-0.125937,0.059568,-0.233162
11,0.091667,11,-0.838357,0.086868,0.187843,-0.125609,0.059897,-0.232504
12,0.100000,12,-0.838357,0.085881,0.187514,-0.125937,0.059568,-0.233162
13,0.108333,13,-0.838028,0.086868,0.188172,-0.125609,0.059568,-0.232833
14,0.116667,14,-0.837700,0.086539,0.188501,-0.126595,0.059568,-0.232833
15,0.125000,15,-0.838028,0.085223,0.187843,-0.125937,0.059568,-0.232833
16,0.133333,16,-0.837700,0.086210,0.187843,-0.126266,0.059568,-0.233491
17,0.141667,17,-0.838028,0.085881,0.187843,-0.126266,0.059897,-0.233491
18,0.150000,18,-0.838357,0.085881,0.188501,-0.126266,0.059568,-0.233162
19,0.158333,19,-0.838357,0.085552,0.187843,-0.125937,0.059568,-0.233491
20,0.166667,20,-0.837700,0.085881,0.188172,-0.125937,0.059239,-0.232833
21,0.175000,21,-0.837371,0.086539,0.188172,-0.125609,0.058910,-0.232833
22,0.183333,22,-0.837371,0.083907,0.188501,-0.125609,0.059239,-0.233162
23,0.191667,23,-0.838357,0.085223,0.188172,-0.125609,0.059897,-0.232833
24,0.200000,24,-0.838686,0.084565,0.188172,-0.126266,0.059568,-0.233162
25,0.208333,25,-0.837700,0.085223,0.188501,-0.125609,0.059897,-0.232833
26,0.216667,26,-0.837700,0.085552,0.188501,-0.126266,0.059239,-0.232833
27,0.225000,27,-0.837371,0.085223,0.187843,-0.125937,0.059239,-0.232504
28,0.233333,28,-0.837700,0.086210,0.187843,-0.125609,0.059239,-0.232833
29,0.241667,29,-0.837700,0.085552,0.188830,-0.125609,0.059239,-0.233162
30,0.250000,30,-0.838686,0.085881,0.189159,-0.125937,0.059239,-0.233162
31,0.258333,31,-0.838686,0.084894,0.188172,-0.125937,0.059568,-0.232833
32,0.266667,32,-0.837371,0.085223,0.187843,-0.125609,0.059897,-0.232504
33,0.275000,33,-0.837700,0.085552,0.187843,-0.125609,0.058910,-0.233162
34,0.283333,34,-0.838028,0.084894,0.188501,-0.125937,0.059239,-0.232504
