timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,state_of_health,max_error,connected,source,priority,id,is_powering_off,warning
1104040098,15.7548,15.8795,92.7638,92.7368,0.0,28395.2,0.645967,1.05797,nan,4,3.96988,3.96988,3.96988,3.96988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104050108,15.7675,15.8784,92.7638,92.7374,0.0,28395.5,0.64554,1.05804,nan,4,3.9696,3.9696,3.9696,3.9696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104060118,15.8824,15.8784,92.7638,92.7379,0.0,28395.8,0.645555,1.05804,nan,4,3.96961,3.96961,3.96961,3.96961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104070119,15.8058,15.8777,92.7638,92.7384,0.0,28396.0,0.645279,1.05809,nan,4,3.96943,3.96943,3.96943,3.96943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104080105,15.7931,15.8769,92.7638,92.7389,0.0,28396.3,0.644957,1.05814,nan,4,3.96922,3.96922,3.96922,3.96922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104370097,15.9974,15.8739,92.7345,92.7399,0.0,28403.7,0.643806,1.05834,nan,4,3.96847,3.96847,3.96847,3.96847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104380157,16.0357,15.8755,92.7638,92.7403,0.0,28404.0,0.644422,1.05823,nan,4,3.96887,3.96887,3.96887,3.96887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104390097,16.0612,15.8773,92.7638,92.7408,0.0,28404.3,0.645129,1.05811,nan,4,3.96933,3.96933,3.96933,3.96933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104400103,15.9846,15.8784,92.7638,92.7412,0.0,28404.5,0.645537,1.05804,nan,4,3.9696,3.9696,3.9696,3.9696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104410169,15.8314,15.8779,92.7638,92.7417,0.0,28404.8,0.645359,1.05807,nan,4,3.96948,3.96948,3.96948,3.96948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104420123,15.8058,15.8772,92.6759,92.7404,0.0,28405.0,0.645084,1.05812,nan,4,3.9693,3.9693,3.9693,3.9693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104430115,16.0612,15.879,92.7931,92.7414,0.0,28405.3,0.645785,1.058,nan,4,3.96976,3.96976,3.96976,3.96976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104440098,15.7548,15.8778,92.7052,92.7407,0.0,28405.6,0.645312,1.05808,nan,4,3.96945,3.96945,3.96945,3.96945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104450158,15.9207,15.8782,92.7052,92.74,0.0,28405.8,0.645475,1.05805,nan,4,3.96956,3.96956,3.96956,3.96956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104460103,15.742,15.8769,92.7638,92.7405,0.0,28406.1,0.644957,1.05814,nan,4,3.96922,3.96922,3.96922,3.96922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104510104,15.8186,15.8751,92.7052,92.7404,0.0,28407.4,0.644263,1.05826,nan,4,3.96877,3.96877,3.96877,3.96877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104520105,16.0484,15.8768,92.7638,92.7409,0.0,28407.6,0.644923,1.05815,nan,4,3.9692,3.9692,3.9692,3.9692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104530099,15.8314,15.8763,92.7638,92.7414,0.0,28407.9,0.64475,1.05818,nan,4,3.96909,3.96909,3.96909,3.96909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104540103,16.0612,15.8782,92.7638,92.7418,0.0,28408.1,0.645454,1.05806,nan,4,3.96954,3.96954,3.96954,3.96954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104830209,15.8314,15.8759,92.7345,92.7379,0.0,28415.6,0.644582,1.05821,nan,4,3.96898,3.96898,3.96898,3.96898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104840099,15.8569,15.8757,92.7345,92.7379,0.0,28415.9,0.64451,1.05822,nan,4,3.96893,3.96893,3.96893,3.96893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104850097,15.7292,15.8743,92.7638,92.7384,0.0,28416.1,0.643952,1.05832,nan,4,3.96857,3.96857,3.96857,3.96857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104860126,15.8314,15.8739,92.7638,92.7389,0.0,28416.4,0.643789,1.05834,nan,4,3.96846,3.96846,3.96846,3.96846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104870159,16.0101,15.8752,92.7345,92.7388,0.0,28416.6,0.644308,1.05825,nan,4,3.9688,3.9688,3.9688,3.9688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104880124,15.9846,15.8763,92.7345,92.7387,0.0,28416.9,0.644725,1.05818,nan,4,3.96907,3.96907,3.96907,3.96907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104890102,16.0229,15.8777,92.6759,92.7375,0.0,28417.1,0.645283,1.05809,nan,4,3.96943,3.96943,3.96943,3.96943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104900112,15.7675,15.8766,92.7638,92.738,0.0,28417.4,0.644864,1.05816,nan,4,3.96916,3.96916,3.96916,3.96916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104910133,15.9463,15.8773,92.7052,92.7373,0.0,28417.7,0.645129,1.05811,nan,4,3.96933,3.96933,3.96933,3.96933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104920102,15.7675,15.8762,92.7345,92.7373,0.0,28417.9,0.644711,1.05818,nan,4,3.96906,3.96906,3.96906,3.96906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104960099,15.9591,15.8779,92.7052,92.7382,0.0,28418.9,0.645342,1.05808,nan,4,3.96947,3.96947,3.96947,3.96947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104970110,15.8314,15.8774,92.7638,92.7387,0.0,28419.2,0.645164,1.05811,nan,4,3.96936,3.96936,3.96936,3.96936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104980096,15.8569,15.8772,92.7052,92.738,0.0,28419.5,0.645086,1.05812,nan,4,3.96931,3.96931,3.96931,3.96931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104990099,15.8058,15.8765,92.7638,92.7385,0.0,28419.7,0.644814,1.05817,nan,4,3.96913,3.96913,3.96913,3.96913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1105280097,15.9718,15.877,92.7931,92.7395,0.0,28427.2,0.644989,1.05814,nan,4,3.96924,3.96924,3.96924,3.96924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1105290099,16.0612,15.8788,92.7345,92.7394,0.0,28427.5,0.645691,1.05801,nan,4,3.9697,3.9697,3.9697,3.9697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1105300102,15.9591,15.8796,92.7052,92.7387,0.0,28427.7,0.645997,1.05796,nan,4,3.9699,3.9699,3.9699,3.9699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1105310141,16.0995,15.8818,92.7052,92.738,0.0,28428.0,0.646834,1.05782,nan,4,3.97044,3.97044,3.97044,3.97044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1105320107,15.8186,15.8811,92.7052,92.7374,0.0,28428.2,0.646594,1.05786,nan,4,3.97029,3.97029,3.97029,3.97029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1105330123,15.7931,15.8803,92.7052,92.7368,0.0,28428.5,0.646258,1.05792,nan,4,3.97007,3.97007,3.97007,3.97007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1105340098,15.8314,15.8798,92.7052,92.7361,0.0,28428.7,0.646072,1.05795,nan,4,3.96995,3.96995,3.96995,3.96995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1105350107,16.0229,15.8812,92.7052,92.7355,0.0,28429.0,0.646617,1.05785,nan,4,3.9703,3.9703,3.9703,3.9703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1105360097,15.8441,15.8808,92.7638,92.7361,0.0,28429.3,0.646476,1.05788,nan,4,3.97021,3.97021,3.97021,3.97021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
