timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
1116506639,-2.69463,-2.79076,25.1544,1.0
1116517371,-2.70319,-2.79964,25.1587,1.0
1116571009,-2.74755,-2.84552,25.1515,1.0
1116581809,-2.74196,-2.83975,25.1558,1.0
1116592524,-2.7302,-2.82761,25.1615,1.0
1116603298,-2.71564,-2.81242,25.1401,1.0
1116892825,-2.1271,-2.20298,25.1601,1.0
1116903530,-2.12262,-2.19832,25.1544,1.0
1116914306,-2.1195,-2.19518,25.1773,1.0
1116924999,-2.11693,-2.19243,25.1558,1.0
1116935754,-2.11978,-2.19528,25.133,1.0
1116946447,-2.12892,-2.20486,25.1615,1.0
1116957213,-2.14101,-2.21735,25.153,1.0
1116967946,-2.15499,-2.23185,25.1587,1.0
1116978724,-2.17067,-2.24807,25.153,1.0
1116989423,-2.18986,-2.26788,25.1444,1.0
1117086180,-2.45898,-2.54658,25.1358,1.0
1117096871,-2.48866,-2.5774,25.1544,1.0
1117107568,-2.51949,-2.60935,25.1601,1.0
1117118262,-2.54882,-2.63973,25.1587,1.0
1117407976,-2.903,-3.00641,25.1358,1.0
1117418686,-2.89709,-3.00052,25.1758,1.0
1117429519,-2.88951,-2.99267,25.1773,1.0
1117440213,-2.87983,-2.98254,25.1558,1.0
1117450916,-2.86936,-2.97172,25.1601,1.0
1117461631,-2.85882,-2.96076,25.1515,1.0
1117472324,-2.85038,-2.95194,25.133,1.0
1117483015,-2.84568,-2.9472,25.1587,1.0
1117493724,-2.84308,-2.94457,25.1715,1.0
1117504502,-2.84138,-2.94273,25.1558,1.0
1117536682,-2.84007,-2.94129,25.1415,1.0
1117547402,-2.84174,-2.94301,25.1372,1.0
1117558114,-2.84,-2.94134,25.163,1.0
1117568901,-2.83296,-2.93399,25.1515,1.0
1117858595,-2.65553,-2.75026,25.1544,1.0
1117869289,-2.66014,-2.75502,25.1515,1.0
1117879979,-2.66339,-2.75841,25.1558,1.0
1117890704,-2.66651,-2.76164,25.1573,1.0
1117901442,-2.66932,-2.76452,25.1558,1.0
1117912164,-2.67187,-2.76717,25.1558,1.0
1117922946,-2.67436,-2.76972,25.1515,1.0
1117933635,-2.67889,-2.77433,25.133,1.0
1117944324,-2.68751,-2.78329,25.1415,1.0
1118008647,-2.72282,-2.81991,25.1587,1.0
1118019345,-2.73304,-2.83058,25.163,1.0
1118030101,-2.74464,-2.84244,25.133,1.0
1118040836,-2.75582,-2.85414,25.1558,1.0
1118352383,-2.53221,-2.6225,25.153,1.0
1118363107,-2.53093,-2.6211,25.1358,1.0
1118373815,-2.53062,-2.62087,25.1558,1.0
1118384572,-2.52963,-2.61978,25.1387,1.0
1118395268,-2.53022,-2.62034,25.1272,1.0
1118406015,-2.53389,-2.62428,25.1587,1.0
1118416709,-2.53664,-2.62722,25.1787,1.0
1118427402,-2.53537,-2.62584,25.1644,1.0
1118438113,-2.53031,-2.62066,25.1787,1.0
1118448806,-2.52161,-2.61163,25.1715,1.0
1118491706,-2.46131,-2.54903,25.1372,1.0
1118502487,-2.44768,-2.53486,25.1315,1.0
1118513298,-2.43673,-2.52355,25.1358,1.0
1118524023,-2.42743,-2.51401,25.1587,1.0
1118835299,-2.28625,-2.36769,25.1401,1.0
1118846025,-2.24882,-2.329,25.1601,1.0
1118856812,-2.21285,-2.29174,25.1544,1.0
1118867536,-2.17974,-2.25743,25.153,1.0
1118878330,-2.1476,-2.2242,25.1673,1.0
1118889072,-2.11355,-2.18896,25.1744,1.0
1118899840,-2.07897,-2.15309,25.1601,1.0
1118910556,-2.04682,-2.11977,25.153,1.0
1118921281,-2.01663,-2.0885,25.1501,1.0
1118942691,-1.94862,-2.01801,25.1358,1.0
1118953503,-1.90835,-1.97632,25.1387,1.0
1118964233,-1.86022,-1.92654,25.1573,1.0
1118974947,-1.80358,-1.86787,25.1544,1.0
1119275506,1.34988,1.39803,25.1615,1.0
1119286197,1.45057,1.50225,25.1358,1.0
1119297029,1.54458,1.59958,25.1301,1.0
1119307796,1.63199,1.69017,25.1544,1.0
1119318489,1.71443,1.77548,25.1315,1.0
1119329206,1.78956,1.85331,25.1372,1.0
1119339931,1.85481,1.92093,25.1558,1.0
1119350678,1.9123,1.98053,25.1744,1.0
1119361531,1.96425,2.03435,25.1787,1.0
1119372264,2.01281,2.08464,25.1773,1.0
1119415145,2.18633,2.26427,25.1558,1.0
1119425838,2.22667,2.30602,25.1444,1.0
1119436565,2.27269,2.35374,25.1587,1.0
1119447278,2.32231,2.40514,25.1601,1.0
1119758673,3.22482,3.33979,25.143,1.0
1119769369,3.23532,3.35074,25.1558,1.0
1119780133,3.2425,3.35816,25.153,1.0
1119790822,3.25082,3.36678,25.1544,1.0
1119801518,3.26162,3.37808,25.173,1.0
1119812211,3.27493,3.39172,25.1487,1.0
