timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
344026474,16.125,16.0636,92.6173,92.6455,0.0,8779.19,0.716772,1.04584,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344038475,16.074,16.0637,92.6466,92.6455,0.0,8779.5,0.716812,1.04584,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344050472,16.0229,16.0633,92.588,92.6444,0.0,8779.81,0.716654,1.04586,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344062460,16.1889,16.0646,92.6173,92.6438,0.0,8780.12,0.717137,1.04578,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344074468,15.8569,16.0625,92.6466,92.6439,0.0,8780.42,0.716338,1.04592,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344086471,16.1506,16.0634,92.6466,92.6439,0.0,8780.73,0.716677,1.04586,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344135261,16.0484,16.0619,92.6759,92.6441,0.0,8781.99,0.716115,1.04595,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344147261,16.0357,16.0616,92.6173,92.6436,0.0,8782.3,0.716014,1.04597,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344159258,16.1378,16.0624,92.6759,92.6443,0.0,8782.61,0.716307,1.04592,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344171284,16.2272,16.064,92.6173,92.6437,0.0,8782.92,0.71694,1.04581,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344183261,15.9591,16.063,92.7052,92.645,0.0,8783.22,0.716537,1.04588,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344195259,16.0229,16.0626,92.6466,92.645,0.0,8783.53,0.716383,1.04591,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344207264,15.908,16.061,92.6173,92.6444,0.0,8783.84,0.715788,1.04601,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344219275,16.125,16.0617,92.6173,92.6439,0.0,8784.15,0.716034,1.04597,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344231290,16.0101,16.0612,92.6173,92.6434,0.0,8784.46,0.715837,1.046,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344243270,15.9335,16.0599,92.6173,92.6429,0.0,8784.77,0.715346,1.04608,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344255285,15.9974,16.0593,92.6466,92.6429,0.0,8785.08,0.715105,1.04612,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344267274,16.2144,16.0608,92.6173,92.6424,0.0,8785.39,0.715702,1.04602,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344279257,16.2144,16.0624,92.7052,92.6437,0.0,8785.69,0.716292,1.04592,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344291264,15.9718,16.0615,92.6759,92.6443,0.0,8786.0,0.715944,1.04598,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344303274,15.9591,16.0604,92.6173,92.6438,0.0,8786.31,0.71555,1.04605,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344315277,16.1633,16.0615,92.588,92.6427,0.0,8786.62,0.715946,1.04598,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344363257,15.9974,16.0621,92.6466,92.6424,0.0,8787.86,0.716178,1.04594,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344376063,16.0357,16.0618,92.6466,92.6425,0.0,8788.19,0.716077,1.04596,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344388075,16.1633,16.0628,92.6466,92.6426,0.0,8788.5,0.716467,1.04589,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344400061,16.2144,16.0643,92.7052,92.6439,0.0,8788.8,0.717051,1.0458,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344412088,16.125,16.0649,92.6759,92.6445,0.0,8789.11,0.717284,1.04576,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344424072,15.908,16.0634,92.7052,92.6457,0.0,8789.42,0.71668,1.04586,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344436069,15.908,16.0618,92.7052,92.6469,0.0,8789.73,0.716082,1.04596,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344448078,15.8697,16.0599,92.6759,92.6475,0.0,8790.04,0.715343,1.04608,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344460064,15.9335,16.0586,92.6759,92.648,0.0,8790.35,0.714857,1.04617,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344472070,15.908,16.0571,92.6759,92.6486,0.0,8790.66,0.714278,1.04626,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344484061,16.0612,16.0572,92.7052,92.6497,0.0,8790.97,0.714293,1.04626,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344496061,16.2272,16.0589,92.6466,92.6497,0.0,8791.27,0.714947,1.04615,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344508057,16.0101,16.0584,92.6466,92.6496,0.0,8791.58,0.71476,1.04618,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344520059,16.1506,16.0593,92.6173,92.649,0.0,8791.89,0.715114,1.04612,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344532070,16.2144,16.0608,92.6173,92.6483,0.0,8792.2,0.71571,1.04602,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344544074,16.0229,16.0605,92.6466,92.6483,0.0,8792.51,0.715564,1.04605,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344580074,16.0229,16.0614,92.6173,92.6471,0.0,8793.44,0.715911,1.04599,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344592058,16.0357,16.0611,92.6173,92.6465,0.0,8793.74,0.715812,1.046,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344604062,15.9974,16.0605,92.6173,92.6459,0.0,8794.05,0.715567,1.04605,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344616066,16.0612,16.0605,92.6173,92.6453,0.0,8794.36,0.71557,1.04605,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344628865,16.1633,16.0615,92.6466,92.6453,0.0,8794.69,0.715966,1.04598,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344640861,16.1123,16.062,92.6173,92.6448,0.0,8795.0,0.716161,1.04595,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344652857,16.1506,16.0629,92.6466,92.6448,0.0,8795.31,0.716501,1.04589,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344664862,16.0229,16.0625,92.6173,92.6443,0.0,8795.62,0.716347,1.04591,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344676860,16.0229,16.0621,92.6466,92.6443,0.0,8795.92,0.716195,1.04594,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344688871,16.3421,16.0649,92.6466,92.6444,0.0,8796.23,0.717271,1.04576,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344700868,16.0484,16.0647,92.6759,92.645,0.0,8796.54,0.717208,1.04577,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344712871,16.0995,16.0651,92.6759,92.6456,0.0,8796.85,0.717342,1.04575,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344724869,16.2655,16.0671,92.6173,92.6451,0.0,8797.16,0.718113,1.04562,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344736852,16.0101,16.0665,92.6466,92.6451,0.0,8797.47,0.717894,1.04565,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344748864,16.0229,16.0661,92.6466,92.6451,0.0,8797.78,0.717726,1.04568,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344760860,15.9718,16.0651,92.6759,92.6457,0.0,8798.09,0.717363,1.04574,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344808872,16.0101,16.0617,92.6759,92.6458,0.0,8799.32,0.716033,1.04597,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344820871,15.9974,16.061,92.6759,92.6464,0.0,8799.63,0.715786,1.04601,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344832879,16.1889,16.0623,92.7052,92.6476,0.0,8799.94,0.716278,1.04593,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344844875,16.0867,16.0626,92.6759,92.6481,0.0,8800.25,0.716372,1.04591,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344856860,15.9846,16.0618,92.6466,92.6481,0.0,8800.56,0.716071,1.04596,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344868861,15.9846,16.061,92.6466,92.6481,0.0,8800.87,0.715774,1.04601,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344880861,15.7803,16.0582,92.6759,92.6486,0.0,8801.17,0.714694,1.04619,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344892859,15.8058,16.0557,92.6466,92.6486,0.0,8801.48,0.713724,1.04636,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344904867,16.074,16.0559,92.6466,92.6486,0.0,8801.79,0.713794,1.04635,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344916875,16.2399,16.0577,92.6173,92.6479,0.0,8802.1,0.714502,1.04623,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344929682,16.2272,16.0594,92.7052,92.6491,0.0,8802.43,0.715154,1.04612,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344941671,15.9974,16.0588,92.6759,92.6496,0.0,8802.74,0.714916,1.04616,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
344953657,16.2272,16.0605,92.6466,92.6496,0.0,8803.05,0.715564,1.04605,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
