timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
448810262,16.291,16.3441,92.6173,92.6472,0.0,11469.0,0.824644,1.0279,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448822263,16.2655,16.3433,92.588,92.646,0.0,11469.3,0.824342,1.02794,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448834261,16.2655,16.3425,92.6759,92.6466,0.0,11469.6,0.824043,1.02799,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448846260,16.3165,16.3423,92.6173,92.646,0.0,11469.9,0.823943,1.02801,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448858260,16.291,16.3417,92.6466,92.646,0.0,11470.2,0.823746,1.02804,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448870287,16.2399,16.3407,92.6759,92.6466,0.0,11470.5,0.823354,1.02811,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448882262,16.2144,16.3395,92.6759,92.6472,0.0,11470.8,0.822868,1.02819,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448894259,16.2016,16.3381,92.7052,92.6484,0.0,11471.1,0.822338,1.02827,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448906266,16.4697,16.3394,92.6173,92.6478,0.0,11471.5,0.822844,1.02819,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448918275,16.4442,16.3404,92.6173,92.6472,0.0,11471.8,0.823247,1.02812,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448931074,16.3038,16.3401,92.6759,92.6477,0.0,11472.1,0.823107,1.02815,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448943068,16.457,16.3412,92.6173,92.6471,0.0,11472.4,0.823556,1.02807,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448955059,16.4187,16.342,92.6466,92.6471,0.0,11472.7,0.823854,1.02802,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448967050,16.2782,16.3414,92.6759,92.6477,0.0,11473.0,0.823609,1.02806,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448979059,16.2527,16.3405,92.6466,92.6477,0.0,11473.3,0.823268,1.02812,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
448991057,16.1633,16.3387,92.6466,92.6477,0.0,11473.6,0.822587,1.02823,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
449039073,16.291,16.3401,92.6759,92.6476,0.0,11474.9,0.823105,1.02815,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
449051078,16.2655,16.3393,92.6173,92.647,0.0,11475.2,0.822818,1.02819,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
449063062,16.4953,16.3409,92.6466,92.647,0.0,11475.5,0.823419,1.0281,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
449075061,16.2399,16.3399,92.6759,92.6476,0.0,11475.8,0.82303,1.02816,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
449087069,16.2527,16.339,92.6759,92.6481,0.0,11476.1,0.822695,1.02821,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
449099057,16.125,16.3369,92.6759,92.6487,0.0,11476.4,0.821872,1.02835,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
449111059,16.1633,16.3351,92.6466,92.6487,0.0,11476.7,0.821204,1.02846,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
449123064,16.291,16.3347,92.588,92.6474,0.0,11477.0,0.821035,1.02849,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
