Format Version,1.0,
Take Name,MS010MPT002,
Capture Frame Rate,120.00,
Export Frame Rate,120.00,
Capture Start Time,25 Mar 2022 12:56:35 +0100,
Total Frames In Take,1902,
Total Exported Frames,1902,
Coordinate Space,Local,
Device Name,NIDAQ USB-6210 31683603,
Device Type,1,
Device Channel Count,6,
Mocap Rate,120.00,
Mocap Rate Multiple,1.00

MocapFrame, MocapTime, DeviceFrame,Dev2/ai0,Dev2/ai1,Dev2/ai2,Dev2/ai3,Dev2/ai4,Dev2/ai5
0,0.000000,0,-0.744289,0.076671,-0.009503,-0.125937,0.187843,-0.223953
1,0.008333,1,-0.743631,0.076014,-0.009832,-0.126924,0.188172,-0.223624
2,0.016667,2,-0.742973,0.077658,-0.009503,-0.126595,0.188172,-0.223953
3,0.025000,3,-0.743631,0.077658,-0.009832,-0.126924,0.187843,-0.223295
4,0.033333,4,-0.743631,0.076014,-0.009832,-0.126595,0.187843,-0.222966
5,0.041667,5,-0.743302,0.077329,-0.010161,-0.126595,0.187843,-0.223624
6,0.050000,6,-0.742973,0.077000,-0.009503,-0.125937,0.187514,-0.223624
7,0.058333,7,-0.743631,0.077658,-0.009832,-0.126595,0.187843,-0.223953
8,0.066667,8,-0.743631,0.076671,-0.009832,-0.126924,0.187843,-0.223624
9,0.075000,9,-0.743631,0.077000,-0.009832,-0.126924,0.188172,-0.223624
10,0.083333,10,-0.743302,0.077000,-0.010161,-0.126595,0.187514,-0.223624
11,0.091667,11,-0.743960,0.076014,-0.009503,-0.126595,0.188172,-0.223624
12,0.100000,12,-0.743960,0.077329,-0.009174,-0.126595,0.187843,-0.223624
13,0.108333,13,-0.744618,0.074040,-0.009503,-0.126595,0.187843,-0.223295
14,0.116667,14,-0.743960,0.076342,-0.009832,-0.127253,0.187843,-0.223624
15,0.125000,15,-0.743302,0.076014,-0.009503,-0.126266,0.187514,-0.223295
16,0.133333,16,-0.743302,0.076342,-0.009832,-0.126266,0.187843,-0.223624
17,0.141667,17,-0.742973,0.075685,-0.009832,-0.127253,0.187185,-0.223295
18,0.150000,18,-0.743631,0.075356,-0.010490,-0.126595,0.187843,-0.223295
19,0.158333,19,-0.743302,0.077329,-0.009832,-0.126595,0.188172,-0.223295
20,0.166667,20,-0.742973,0.076342,-0.009832,-0.126595,0.188830,-0.223624
21,0.175000,21,-0.742644,0.075685,-0.009832,-0.126924,0.187514,-0.223953
22,0.183333,22,-0.742316,0.076014,-0.010161,-0.126595,0.187843,-0.223295
23,0.191667,23,-0.743302,0.076014,-0.009832,-0.126595,0.188172,-0.223624
24,0.200000,24,-0.744289,0.077000,-0.009174,-0.126924,0.187843,-0.223624
25,0.208333,25,-0.744289,0.077987,-0.008845,-0.126595,0.188172,-0.223624
26,0.216667,26,-0.743302,0.078645,-0.009503,-0.126595,0.187843,-0.223953
27,0.225000,27,-0.743302,0.078974,-0.009832,-0.126266,0.187514,-0.223624
28,0.233333,28,-0.743960,0.078316,-0.009503,-0.126266,0.188172,-0.223624
29,0.241667,29,-0.743302,0.077987,-0.009503,-0.127253,0.187514,-0.223624
30,0.250000,30,-0.743960,0.077000,-0.009503,-0.126595,0.187514,-0.223953
31,0.258333,31,-0.743302,0.076342,-0.009503,-0.126595,0.187514,-0.223624
32,0.266667,32,-0.742973,0.076014,-0.009832,-0.126595,0.187843,-0.223953
33,0.275000,33,-0.743302,0.078316,-0.009503,-0.126924,0.187514,-0.223953
34,0.283333,34,-0.743302,0.079632,-0.009503,-0.126595,0.187843,-0.223624
35,0.291667,35,-0.742973,0.077987,-0.009503,-0.126595,0.187843,-0.223624
36,0.300000,36,-0.743302,0.078316,-0.009832,-0.126595,0.187843,-0.223624
37,0.308333,37,-0.743631,0.077658,-0.009832,-0.126595,0.187843,-0.223295
38,0.316667,38,-0.743631,0.078316,-0.009503,-0.126595,0.188172,-0.223953
39,0.325000,39,-0.743302,0.077000,-0.009503,-0.126266,0.188172,-0.223624
40,0.333333,40,-0.743960,0.077658,-0.009503,-0.126924,0.188172,-0.223624
41,0.341667,41,-0.743631,0.077329,-0.009503,-0.126924,0.187843,-0.223624
42,0.350000,42,-0.742644,0.077329,-0.009832,-0.126266,0.188172,-0.223624
43,0.358333,43,-0.742644,0.077987,-0.009503,-0.126595,0.187843,-0.223624
44,0.366667,44,-0.743302,0.077987,-0.009503,-0.126266,0.187514,-0.223624
45,0.375000,45,-0.743960,0.077329,-0.009503,-0.126924,0.187843,-0.223624
46,0.383333,46,-0.742644,0.077987,-0.009832,-0.126924,0.187185,-0.223624
47,0.391667,47,-0.741987,0.077000,-0.010490,-0.126266,0.187185,-0.223624
48,0.400000,48,-0.741987,0.079303,-0.009832,-0.126924,0.187514,-0.223953
49,0.408333,49,-0.743302,0.077987,-0.009174,-0.126924,0.187843,-0.223953
50,0.416667,50,-0.744289,0.077658,-0.009832,-0.127253,0.187843,-0.223624
51,0.425000,51,-0.743302,0.077329,-0.009503,-0.126266,0.187843,-0.223953
52,0.433333,52,-0.743631,0.077000,-0.009832,-0.126595,0.187514,-0.224282
53,0.441667,53,-0.742644,0.077000,-0.009503,-0.126595,0.187514,-0.223953
54,0.450000,54,-0.743631,0.077000,-0.009503,-0.126266,0.188172,-0.223624
55,0.458333,55,-0.743631,0.077658,-0.008845,-0.126266,0.188501,-0.222966
56,0.466667,56,-0.743302,0.076014,-0.009503,-0.126266,0.187514,-0.223953
57,0.475000,57,-0.742316,0.077987,-0.010161,-0.126595,0.187514,-0.224282
58,0.483333,58,-0.742316,0.077987,-0.009832,-0.126595,0.187185,-0.223624
59,0.491667,59,-0.742973,0.077658,-0.010161,-0.126924,0.187514,-0.223953
60,0.500000,60,-0.743631,0.077987,-0.010161,-0.126924,0.188172,-0.223624
61,0.508333,61,-0.742973,0.077658,-0.009832,-0.126595,0.187843,-0.223953
62,0.516667,62,-0.742644,0.077658,-0.009832,-0.126595,0.187185,-0.223953
63,0.525000,63,-0.742644,0.077987,-0.009832,-0.126595,0.187843,-0.223953
64,0.533333,64,-0.743302,0.077658,-0.009832,-0.126595,0.187843,-0.223953
65,0.541667,65,-0.744289,0.077987,-0.009174,-0.126595,0.187843,-0.223295
66,0.550000,66,-0.743302,0.077000,-0.009174,-0.126266,0.187843,-0.223624
67,0.558333,67,-0.742316,0.077987,-0.009503,-0.126266,0.187185,-0.223953
68,0.566667,68,-0.742644,0.076014,-0.010161,-0.126266,0.187514,-0.223295
69,0.575000,69,-0.743302,0.076342,-0.009832,-0.126595,0.187843,-0.223624
70,0.583333,70,-0.743302,0.076342,-0.009503,-0.126924,0.187185,-0.223295
71,0.591667,71,-0.742973,0.075027,-0.009503,-0.127582,0.187185,-0.223624
72,0.600000,72,-0.742644,0.075685,-0.010161,-0.126924,0.187514,-0.223953
73,0.608333,73,-0.742644,0.076014,-0.009832,-0.126595,0.187514,-0.224282
74,0.616667,74,-0.742973,0.077000,-0.009832,-0.127253,0.187843,-0.223953
75,0.625000,75,-0.743631,0.077987,-0.009832,-0.126595,0.187843,-0.223624
76,0.633333,76,-0.743302,0.077329,-0.009832,-0.126595,0.187514,-0.222966
77,0.641667,77,-0.742644,0.077329,-0.010490,-0.125609,0.187514,-0.223953
78,0.650000,78,-0.742973,0.076342,-0.009832,-0.125937,0.187843,-0.223953
79,0.658333,79,-0.743960,0.077658,-0.009503,-0.126595,0.188172,-0.223953
80,0.666667,80,-0.743631,0.077658,-0.009503,-0.126595,0.187843,-0.223624
81,0.675000,81,-0.742973,0.077987,-0.010490,-0.126924,0.187843,-0.223624
82,0.683333,82,-0.741987,0.078645,-0.010161,-0.125609,0.187514,-0.223624
83,0.691667,83,-0.742973,0.077658,-0.009832,-0.126924,0.187514,-0.223624
84,0.700000,84,-0.742973,0.079303,-0.009832,-0.127253,0.188172,-0.223295
85,0.708333,85,-0.742973,0.077987,-0.009832,-0.127253,0.187514,-0.223624
86,0.716667,86,-0.741987,0.078645,-0.010490,-0.126266,0.187185,-0.223295
87,0.725000,87,-0.741329,0.078974,-0.010161,-0.126266,0.187185,-0.224282
88,0.733333,88,-0.742973,0.079632,-0.010161,-0.126595,0.187843,-0.223624
89,0.741667,89,-0.743960,0.079303,-0.008845,-0.126266,0.187843,-0.223624
90,0.750000,90,-0.743631,0.077658,-0.009832,-0.125937,0.188501,-0.223953
91,0.758333,91,-0.742644,0.078645,-0.009503,-0.126924,0.188172,-0.223953
92,0.766667,92,-0.743302,0.077000,-0.011148,-0.127582,0.186856,-0.224939
93,0.775000,93,-0.742644,0.077329,-0.009832,-0.126595,0.187514,-0.223953
94,0.783333,94,-0.743302,0.078645,-0.010161,-0.127253,0.187514,-0.223624
95,0.791667,95,-0.742644,0.077658,-0.010161,-0.126595,0.187843,-0.223624
96,0.800000,96,-0.742316,0.078316,-0.010161,-0.126595,0.187843,-0.224282
97,0.808333,97,-0.741987,0.077987,-0.010161,-0.126595,0.187514,-0.223624
98,0.816667,98,-0.742973,0.078316,-0.010490,-0.126595,0.187514,-0.223624
99,0.825000,99,-0.742644,0.077987,-0.010161,-0.126595,0.187843,-0.223624
100,0.833333,100,-0.742644,0.077329,-0.009832,-0.127253,0.187843,-0.223624
101,0.841667,101,-0.742644,0.078316,-0.009503,-0.126595,0.187843,-0.223953
102,0.850000,102,-0.742316,0.077658,-0.009832,-0.126924,0.187514,-0.223953
103,0.858333,103,-0.742973,0.077987,-0.009503,-0.126924,0.187843,-0.223624
104,0.866667,104,-0.743631,0.078645,-0.009503,-0.126595,0.188172,-0.223953
105,0.875000,105,-0.743302,0.077329,-0.009503,-0.126595,0.187843,-0.223953
106,0.883333,106,-0.742973,0.077987,-0.010490,-0.126266,0.187514,-0.223953
107,0.891667,107,-0.742316,0.076014,-0.009832,-0.127253,0.187843,-0.223624
108,0.900000,108,-0.742316,0.078645,-0.010161,-0.126595,0.187843,-0.223953
109,0.908333,109,-0.742644,0.077658,-0.009832,-0.126595,0.188172,-0.223624
110,0.916667,110,-0.742644,0.077658,-0.009832,-0.126595,0.187843,-0.223624
111,0.925000,111,-0.742316,0.077329,-0.010161,-0.126924,0.187185,-0.224282
112,0.933333,112,-0.741329,0.076671,-0.010161,-0.126595,0.187514,-0.223295
113,0.941667,113,-0.741329,0.078316,-0.010161,-0.125937,0.187514,-0.223953
114,0.950000,114,-0.742644,0.076342,-0.010161,-0.126595,0.187185,-0.223624
115,0.958333,115,-0.743302,0.078316,-0.009503,-0.126924,0.187843,-0.222637
116,0.966667,116,-0.742973,0.074369,-0.009503,-0.126595,0.187843,-0.223624
117,0.975000,117,-0.742644,0.076342,-0.010161,-0.126266,0.188172,-0.224282
118,0.983333,118,-0.741658,0.077658,-0.010490,-0.126266,0.187514,-0.224282
119,0.991667,119,-0.742316,0.077658,-0.009503,-0.126266,0.188172,-0.223624
120,1.000000,120,-0.742973,0.078316,-0.009503,-0.126595,0.188172,-0.223624
121,1.008333,121,-0.742973,0.077000,-0.010490,-0.126266,0.187843,-0.224282
122,1.016667,122,-0.741987,0.077000,-0.010490,-0.126595,0.187843,-0.223624
123,1.025000,123,-0.742316,0.076014,-0.009832,-0.126924,0.187843,-0.223953
124,1.033333,124,-0.742316,0.076342,-0.010490,-0.127253,0.187514,-0.223624
125,1.041667,125,-0.741987,0.077658,-0.010490,-0.126595,0.187843,-0.223295
126,1.050000,126,-0.742316,0.076671,-0.011148,-0.126595,0.187514,-0.223624
127,1.058333,127,-0.741658,0.077658,-0.009832,-0.126595,0.187514,-0.223624
128,1.066667,128,-0.742644,0.075685,-0.010161,-0.127253,0.187843,-0.223953
129,1.075000,129,-0.742973,0.076671,-0.010161,-0.126595,0.188172,-0.223953
130,1.083333,130,-0.742316,0.077000,-0.010161,-0.126924,0.187514,-0.223953
131,1.091667,131,-0.742316,0.077000,-0.010490,-0.126266,0.187843,-0.223624
132,1.100000,132,-0.742316,0.077329,-0.009832,-0.126924,0.187843,-0.224282
133,1.108333,133,-0.742644,0.076342,-0.009832,-0.126266,0.187843,-0.223953
134,1.116667,134,-0.742644,0.076671,-0.009832,-0.126595,0.188172,-0.223624
135,1.125000,135,-0.742644,0.076014,-0.010161,-0.126266,0.188172,-0.223624
136,1.133333,136,-0.741658,0.076014,-0.009832,-0.126924,0.188172,-0.223953
137,1.141667,137,-0.741658,0.075685,-0.010490,-0.126595,0.187185,-0.224282
138,1.150000,138,-0.741329,0.076342,-0.010161,-0.126924,0.187843,-0.223295
139,1.158333,139,-0.742644,0.077987,-0.010161,-0.126924,0.187843,-0.223295
140,1.166667,140,-0.742973,0.077000,-0.010490,-0.127911,0.187843,-0.223953
141,1.175000,141,-0.741658,0.077658,-0.010819,-0.126924,0.187514,-0.224282
142,1.183333,142,-0.742316,0.077658,-0.010819,-0.126595,0.187843,-0.224282
143,1.191667,143,-0.742644,0.077329,-0.009832,-0.126595,0.188172,-0.223624
144,1.200000,144,-0.742644,0.078974,-0.010161,-0.126595,0.187514,-0.223624
145,1.208333,145,-0.742973,0.077658,-0.010161,-0.126595,0.187843,-0.223953
146,1.216667,146,-0.742316,0.079303,-0.010490,-0.125609,0.188172,-0.223953
147,1.225000,147,-0.743302,0.078316,-0.010161,-0.126595,0.187843,-0.223624
148,1.233333,148,-0.743302,0.078645,-0.010161,-0.126266,0.189159,-0.223295
149,1.241667,149,-0.742316,0.078645,-0.010819,-0.126924,0.187843,-0.222966
150,1.250000,150,-0.741987,0.077000,-0.010819,-0.126595,0.187843,-0.223953
151,1.258333,151,-0.742644,0.078645,-0.010490,-0.126595,0.187843,-0.222966
152,1.266667,152,-0.742316,0.077987,-0.010490,-0.126924,0.187843,-0.223953
153,1.275000,153,-0.742644,0.078316,-0.010161,-0.127253,0.188172,-0.223624
154,1.283333,154,-0.742644,0.077987,-0.010490,-0.126595,0.188172,-0.223624
155,1.291667,155,-0.741987,0.077000,-0.010490,-0.126924,0.187843,-0.223953
156,1.300000,156,-0.741658,0.078974,-0.010819,-0.126266,0.187514,-0.223953
157,1.308333,157,-0.742644,0.077329,-0.010161,-0.126266,0.188172,-0.223624
158,1.316667,158,-0.743302,0.078974,-0.009832,-0.126266,0.188172,-0.223953
159,1.325000,159,-0.743631,0.079303,-0.010161,-0.126924,0.188172,-0.223953
160,1.333333,160,-0.742644,0.078645,-0.010819,-0.125937,0.187843,-0.223624
161,1.341667,161,-0.741987,0.078645,-0.010819,-0.126595,0.187843,-0.224282
162,1.350000,162,-0.742316,0.078316,-0.010161,-0.126924,0.187843,-0.223624
