timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
19907462,16.0484,16.0549,92.5587,92.6117,0.0,440.568,0.725659,1.04434,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
19919457,16.0229,16.0546,92.588,92.6113,0.0,440.877,0.725414,1.04438,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
19931457,16.074,16.0548,92.6466,92.612,0.0,441.186,0.725368,1.04439,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
19943491,16.0229,16.0544,92.588,92.6115,0.0,441.495,0.725125,1.04443,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
19955477,16.1123,16.055,92.6173,92.6116,0.0,441.803,0.725228,1.04441,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
19967471,15.7803,16.0523,92.588,92.6111,0.0,442.112,0.724054,1.04461,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
19980268,16.0101,16.0518,92.5587,92.6101,0.0,442.441,0.723775,1.04466,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
19992252,16.1889,16.0532,92.588,92.6097,0.0,442.749,0.724187,1.04459,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
20004264,15.9846,16.0525,92.588,92.6092,0.0,443.058,0.723809,1.04465,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
20016276,15.9974,16.052,92.588,92.6088,0.0,443.367,0.723485,1.04471,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
20028266,16.0357,16.0518,92.588,92.6084,0.0,443.675,0.723309,1.04474,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
20040322,15.9974,16.0513,92.6759,92.6097,0.0,443.986,0.722989,1.04479,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
