519582,1000.00,34.35
519592,1000.00,34.35
519602,1000.00,34.35
519612,1000.00,34.35
519622,1000.00,34.35
519632,1000.00,34.35
519642,1000.00,34.35
519652,1000.00,34.35
519662,1000.00,34.35
519672,1000.00,34.35
519682,1000.00,34.35
519692,1000.00,34.35
519702,1000.00,34.35
519712,1000.00,34.35
519722,1000.00,34.35
519732,1000.00,34.35
519742,1000.00,34.35
519752,1000.00,34.35
519762,1000.00,34.35
519772,1000.00,34.35
519782,1000.00,34.35
519792,1000.00,34.35
519802,1000.00,34.35
519812,1000.00,34.35
519822,1000.00,34.35
519832,1000.00,34.35
519842,1000.00,34.35
519852,1000.00,34.35
519862,1000.00,34.35
519872,1000.00,34.35
519882,1000.00,34.35
519892,1000.00,34.35
519902,1000.00,34.35
519912,1000.00,34.35
519922,1000.00,34.35
519932,1000.00,34.35
519942,1000.00,34.35
519952,1000.00,34.35
519962,1000.00,34.35
519972,1000.00,34.35
519982,1000.00,34.35
519992,1000.00,34.35
520002,1000.00,34.35
520012,1000.00,34.35
520022,1000.00,34.35
520032,1000.00,34.35
520042,1000.00,34.35
520052,1000.00,34.35
520062,1000.00,34.35
520072,1000.00,34.35
520082,1000.00,34.35
520092,1000.00,34.35
520102,1000.00,34.35
520112,1000.00,34.35
520122,1000.00,34.35
520132,1000.00,34.35
520142,1000.00,34.35
520152,1000.00,34.35
520162,1000.00,34.35
520172,1000.00,34.35
520182,1000.00,34.35
520192,1000.00,34.35
520202,1000.00,34.35
520212,1000.00,34.35
520222,1000.00,34.35
520232,1000.00,34.35
520242,1000.00,34.35
520252,1000.00,34.35
520262,1000.00,34.35
520272,1000.00,34.35
520282,1000.00,34.35
520292,1000.00,34.35
520302,1000.00,34.35
520312,1000.00,34.35
520322,1000.00,34.35
520332,1000.00,34.35
520342,1000.00,34.35
520352,1000.00,34.35
520362,1000.00,34.35
520372,1000.00,34.35
520382,1000.00,34.35
520392,1000.00,34.35
520402,1000.00,34.35
520412,1000.00,34.35
520422,1000.00,34.35
520432,1000.00,34.35
520442,1000.00,34.35
520452,1000.00,34.35
520462,1000.00,34.35
520472,1000.00,34.35
520482,1000.00,34.35
520492,1000.00,34.35
520502,1000.00,34.35
520512,1000.00,34.35
520522,1000.00,34.35
520532,1000.00,34.35
520542,1000.00,34.35
520552,1000.00,34.35
520562,1000.00,34.35
520572,1000.00,34.35
520582,1000.00,34.35
520592,1000.00,34.35
520602,1000.00,34.35
520612,1000.00,34.35
520622,1000.00,34.35
520632,1000.00,34.35
520642,1000.00,34.35
520652,1000.00,34.35
520662,1000.00,34.35
520672,1000.00,34.35
520682,1000.00,34.35
520692,1000.00,34.35
520702,1000.00,34.35
520712,1000.00,34.35
520722,1000.00,34.35
520732,1000.00,34.35
520742,1000.00,34.35
520752,1000.00,34.35
520762,1000.00,34.35
520772,1000.00,34.35
520782,1000.00,34.35
520792,1000.00,34.35
520802,1000.00,34.35
520812,1000.00,34.35
520822,1000.00,34.35
520832,1000.00,34.35
520842,1000.00,34.35
520852,1000.00,34.35
520862,1000.00,34.35
520872,1000.00,34.35
520882,1000.00,34.35
520892,1000.00,34.35
520902,1000.00,34.35
520912,1000.00,34.35
520922,1000.00,34.35
520932,1000.00,34.35
520942,1000.00,34.35
520952,1000.00,34.35
520962,1000.00,34.35
520972,1000.00,34.35
520982,1000.00,34.35
520992,1000.00,34.35
521002,1000.00,34.35
521012,1000.00,34.35
521022,1000.00,34.35
521032,1000.00,34.35
521042,1000.00,34.35
521052,1000.00,34.35
521062,1000.00,34.35
521072,1000.00,34.35
521082,1000.00,34.35
521092,1000.00,34.35
521102,1000.00,34.35
521112,1000.00,34.35
521122,1000.00,34.35
521132,1000.00,34.35
521142,1000.00,34.35
521152,1000.00,34.35
521162,1000.00,34.35
521172,1000.00,34.35
521182,1000.00,34.35
521192,1000.00,34.35
521202,1000.00,34.35
521212,1000.00,34.35
521222,1000.00,34.35
521232,1000.00,34.35
521242,1000.00,34.35
521252,1000.00,34.35
521262,1000.00,34.35
521272,1000.00,34.35
521282,1000.00,34.35
521292,1000.00,34.35
