286367,0.00,33.70
286567,0.00,33.70
286767,0.00,33.70
286967,0.00,33.70
287167,0.00,33.70
287367,0.00,33.70
287567,0.00,33.70
287767,0.00,33.70
287967,0.00,33.70
288167,0.00,33.70
288367,0.00,33.70
288567,0.00,33.70
288767,0.00,33.70
288967,0.00,33.70
289167,0.00,33.70
289367,0.00,33.70
289567,0.00,33.70
289767,0.00,33.70
289967,0.00,33.70
290167,0.00,33.70
290367,0.00,33.70
290567,0.00,33.70
290767,0.00,33.70
290967,0.00,33.70
291167,0.00,33.70
291367,0.00,33.70
291567,0.00,33.70
291767,0.00,33.70
291970,10.00,33.70
292170,12.50,14084.51
292370,15.00,70.61
292570,17.50,191.90
292770,20.00,256.48
292970,22.50,315.46
293170,25.00,359.97
293370,27.50,408.83
293570,30.00,445.83
293770,32.50,500.75
293970,35.00,534.76
294170,37.50,575.04
294370,40.00,636.13
294570,42.50,672.04
294770,45.00,702.74
294970,47.50,747.94
295170,50.00,771.60
295370,52.50,813.01
295570,55.00,853.24
295770,57.50,890.47
295970,60.00,909.09
296170,62.50,946.07
296370,65.00,994.04
296570,67.50,1023.54
296770,70.00,1038.42
296970,72.50,1075.27
297170,75.00,1096.49
297370,77.50,1126.13
297570,80.00,1141.55
297770,80.00,1144.16
297970,80.00,1146.79
298170,80.00,1144.16
298370,80.00,1148.11
298570,80.00,1142.86
298770,80.00,1136.36
298970,80.00,1146.79
299170,80.00,1142.86
299370,80.00,1137.66
299570,80.00,1140.25
299770,80.00,1138.95
299970,80.00,1135.07
300170,80.00,1144.16
300370,80.00,1141.55
300570,80.00,1145.48
300770,80.00,1137.66
300970,80.00,1138.95
301170,80.00,1133.79
301370,80.00,1135.07
301570,80.00,1136.36
301770,80.00,1132.50
301970,80.00,1132.50
302170,80.00,1136.36
302370,80.00,1136.36
302570,80.00,1141.55
302770,0.00,1135.07
302970,0.00,642.26
303170,0.00,398.88
303370,0.00,287.44
303570,0.00,222.27
303770,0.00,179.05
303970,0.00,144.72
304170,0.00,119.10
304370,0.00,100.84
304570,0.00,84.85
304770,0.00,70.46
304970,0.00,61.41
305170,0.00,49.70
305370,0.00,20.55
305570,0.00,33.20
305770,0.00,33.20
305970,0.00,33.20
306170,0.00,33.20
306370,0.00,33.20
306570,0.00,33.20
