2280510,0.00,35.73
2280710,0.00,35.73
2280910,0.00,35.73
2281110,0.00,35.73
2281310,0.00,35.73
2281510,0.00,35.73
2281710,0.00,35.73
2281910,0.00,35.73
2282110,0.00,35.73
2282310,0.00,35.73
2282510,0.00,35.73
2282710,0.00,35.73
2282910,0.00,35.73
2283110,0.00,35.73
2283310,0.00,35.73
2283510,0.00,35.73
2283710,0.00,35.73
2283910,0.00,35.73
2284110,0.00,35.73
2284310,0.00,35.73
2284510,0.00,35.73
2284710,0.00,35.73
2284910,0.00,35.73
2285110,0.00,35.73
2285310,0.00,35.73
2285510,0.00,35.73
2285710,0.00,35.73
2285910,0.00,35.73
2286110,0.00,35.73
2286310,0.00,35.73
2286510,0.00,35.73
2286710,0.00,35.73
2286910,0.00,35.73
2287110,0.00,35.73
2287310,0.00,35.73
2287513,10.00,35.73
2287713,10.00,42.11
2287913,10.00,97.22
2288113,10.00,161.21
2288313,10.00,222.57
2288513,10.00,269.83
2288713,10.00,297.27
2288913,10.00,316.36
2289113,10.00,330.47
2289316,0.00,333.89
2289516,0.00,330.91
2289716,0.00,328.19
2289916,0.00,322.16
2290116,0.00,320.51
2290316,0.00,317.66
2290516,0.00,317.16
2290716,0.00,318.37
2290916,0.00,319.08
2291116,0.00,317.36
2291316,0.00,316.56
2291516,0.00,315.96
2291716,0.00,314.56
2291916,0.00,315.06
2292116,0.00,316.36
2292316,0.00,314.47
2292516,0.00,313.48
2292716,0.00,315.76
2292916,0.00,317.46
2293116,0.00,317.46
2293316,0.00,317.36
2293516,0.00,319.08
2293716,0.00,316.46
2293916,0.00,315.96
2294116,0.00,315.16
2294316,0.00,314.56
2294516,0.00,314.66
2294716,0.00,313.87
2294916,0.00,316.46
2295116,0.00,314.47
2295316,0.00,313.19
2295516,0.00,312.30
2295716,0.00,312.21
2295916,0.00,311.92
2296116,0.00,312.50
2296316,0.00,312.30
2296516,0.00,314.76
2296716,0.00,315.16
2296916,0.00,315.56
2297116,0.00,317.06
2297316,0.00,315.26
2297519,10.00,313.48
2297719,12.50,320.20
2297919,15.00,338.18
2298119,17.50,362.32
2298319,20.00,386.25
2298519,22.50,418.06
2298719,25.00,453.51
2298919,27.50,484.97
2299119,30.00,503.27
2299319,32.50,535.91
2299519,35.00,570.45
2299719,37.50,594.53
2299919,40.00,618.05
2300119,42.50,666.22
2300319,45.00,676.59
2300519,47.50,727.27
2300719,50.00,755.29
2300919,52.50,781.25
2301119,55.00,813.67
2301319,57.50,849.62
2301519,60.00,873.36
2301719,62.50,908.27
2301919,65.00,947.87
2302119,67.50,984.25
2302319,70.00,988.14
2302519,72.50,1025.64
2302719,75.00,1048.22
2302919,77.50,1079.91
2303119,80.00,1104.97
2303319,80.00,1128.67
2303519,80.00,1124.86
2303719,80.00,1123.60
2303919,80.00,1127.40
2304119,80.00,1126.13
2304319,80.00,1119.82
2304519,80.00,1123.60
2304719,80.00,1123.60
2304919,80.00,1122.33
2305119,80.00,1123.60
2305319,80.00,1122.33
2305519,80.00,1123.60
2305719,80.00,1119.82
2305919,80.00,1126.13
2306119,80.00,1128.67
2306319,80.00,1123.60
2306519,80.00,1128.67
2306719,80.00,1126.13
2306919,80.00,1123.60
2307119,80.00,1121.08
2307319,80.00,1124.86
2307519,80.00,1123.60
2307719,80.00,1124.86
2307919,80.00,1123.60
2308119,80.00,1123.60
2308319,0.00,1123.60
2308519,0.00,711.74
2308719,0.00,509.94
2308919,0.00,424.81
2309119,0.00,383.00
2309319,0.00,356.63
2309519,0.00,343.76
2309719,0.00,331.79
2309919,0.00,325.84
2310119,0.00,322.37
2310319,0.00,320.92
2310519,0.00,316.16
2310719,0.00,317.46
2310919,0.00,316.56
2311119,0.00,316.36
2311319,0.00,317.36
2311519,0.00,317.16
2311719,0.00,316.66
2311919,0.00,316.56
2312119,0.00,315.86
2312319,0.00,315.26
2312519,0.00,314.96
2312719,0.00,313.77
2312919,0.00,313.48
2313119,0.00,314.07
2313319,0.00,314.07
2313519,0.00,313.28
2313719,0.00,314.37
2313919,0.00,313.28
2314119,0.00,311.62
2314319,0.00,312.99
2314519,0.00,312.99
2314719,0.00,313.38
2314919,0.00,312.40
2315119,0.00,314.07
2315319,0.00,314.47
2315519,0.00,315.26
2315719,0.00,315.96
2315919,0.00,316.86
2316119,0.00,317.86
2316319,0.00,315.66
2316519,0.00,314.47
2316719,0.00,314.07
2316919,0.00,315.16
2317119,0.00,315.96
2317319,0.00,315.86
2317519,0.00,315.56
2317719,0.00,317.16
2317919,0.00,319.08
2318119,0.00,316.96
2318319,0.00,317.36
2318519,0.00,317.16
2318719,0.00,315.36
2318919,0.00,315.06
2319119,0.00,315.36
2319319,0.00,316.66
2319519,0.00,314.56
2319719,0.00,314.76
2319919,0.00,314.96
2320119,0.00,314.66
2320319,0.00,314.96
2320519,0.00,315.56
2320719,0.00,315.06
2320919,0.00,313.97
2321119,0.00,315.76
2321319,0.00,316.96
2321519,0.00,316.56
2321719,0.00,317.06
2321919,0.00,318.47
2322119,0.00,317.06
2322319,0.00,318.17
2322519,0.00,316.96
2322719,0.00,315.26
2322919,0.00,315.36
2323119,0.00,315.36
2323319,0.00,315.76
2323519,0.00,317.16
2323719,0.00,316.56
2323919,0.00,315.96
2324119,0.00,316.26
2324319,0.00,317.26
2324519,0.00,317.26
2324719,0.00,316.76
2324919,0.00,316.66
2325119,0.00,316.86
2325319,0.00,316.16
2325519,0.00,315.96
2325719,0.00,316.16
2325919,0.00,316.46
2326119,0.00,316.76
2326319,0.00,317.66
2326519,0.00,315.46
2326719,0.00,313.77
2326919,0.00,314.66
2327119,0.00,314.27
2327319,0.00,313.77
2327519,0.00,313.38
2327719,0.00,315.76
2327919,0.00,315.26
2328119,0.00,315.16
2328319,0.00,314.66
2328519,0.00,314.86
2328719,0.00,314.56
2328919,0.00,313.48
2329119,0.00,313.28
2329319,0.00,313.97
2329519,0.00,312.89
2329719,0.00,312.79
2329919,0.00,313.68
2330119,0.00,314.07
2330319,0.00,312.99
2330519,0.00,314.17
2330719,0.00,314.47
2330919,0.00,314.17
2331119,0.00,313.97
2331319,0.00,314.17
2331519,0.00,314.47
2331722,10.00,317.26
2331922,10.00,325.20
2332122,10.00,333.00
2332322,10.00,339.67
2332522,10.00,340.60
2332722,10.00,344.47
2332922,10.00,347.10
2333122,10.00,344.71
2333322,10.00,344.95
2333522,10.00,346.14
2333722,10.00,344.95
2333922,10.00,343.52
2334122,10.00,345.78
2334322,10.00,345.78
2334522,10.00,344.35
2334722,10.00,344.95
2334922,10.00,347.46
2335122,10.00,346.14
2335322,10.00,346.14
2335522,10.00,345.66
2335722,10.00,346.98
2335922,10.00,348.43
2336122,10.00,347.71
2336322,10.00,345.30
2336522,10.00,345.54
2336722,10.00,345.78
2336922,0.00,347.22
2337122,0.00,337.84
2337322,0.00,332.23
2337522,0.00,325.10
2337722,0.00,324.25
2337922,0.00,319.49
2338122,0.00,317.97
2338322,0.00,319.08
2338522,0.00,318.07
2338722,0.00,317.66
2338922,0.00,317.06
2339122,0.00,315.36
2339322,0.00,314.47
2339522,0.00,315.06
2339722,0.00,316.36
2339922,0.00,315.96
2340122,0.00,316.06
2340322,0.00,316.26
2340522,0.00,318.07
2340722,0.00,318.47
2340922,0.00,318.57
2341122,0.00,316.86
2341322,0.00,316.46
2341522,0.00,316.26
2341722,0.00,315.16
2341922,0.00,315.46
2342122,0.00,315.36
2342322,0.00,316.56
2342522,0.00,315.86
2342722,0.00,315.96
2342922,0.00,316.36
2343122,0.00,317.66
2343322,0.00,316.96
2343522,0.00,316.56
2343722,0.00,314.96
